"X__1"	"ID0"	"Description"	"reaction"	"rxnID"	"reaction_corrected"	"gene"	"ec_uniprot"	"subsystem"	"Reversibility"	"Reversibility_evidences"	"Remark"	"subsystem_standard"	"RHEA_ID"	"RHEA_ID2"	"metnetID"	"metnetID2"	"formula_metnet"	"formula_metnet_balance"	"Equation"	"formula_rhea"
256	"Rh257"	"Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase (EC 2.4.1.260) (Asparagine-linked glycosylation protein 12) (Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichyl-alpha-1,6-mannosyltransferase) (Extracellular mutant protein 39) (Mannosyltransferase ALG12)"	"Dolichyl phosphate D-mannose  + G10596 <=> Dolichyl phosphate  + G10597"	"R06260"	"dolichyl D-mannosyl phosphate + G10596 <=> dolichyl phosphate + G10597"	"YNR030W"	"2.4.1.260"	"N-Glycan biosynthesis"	1	"NA"	"Add new reaction;"	"sce00510  n-glycan biosynthesis"	"rhea:29535"	"NA"	"MNXR110094"	"MNXR126398"	"1 `alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol` + 1 `dolichyl beta-D-mannosyl phosphate` = 1 `H(+)` + 1 `alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol` + 1 `dolichyl phosphate`"	"true"	"1 MNXM11178@MNXD1 + 1 MNXM7322@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM162649@MNXD1 + 1 MNXM278@MNXD1"	"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl beta-D-mannosyl phosphate => alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl phosphate + H(+);alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl phosphate + H(+) => alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl beta-D-mannosyl phosphate"
263	"Rh264"	"Oligo-1,6-glucosidase IMA2 (EC 3.2.1.10) (Alpha-glucosidase) (Isomaltase 2)"	"Starch(n+1)  + H2O <=> alpha-D-Glucose  + Starch(n)"	"R06199"	"Starch(n+1) + H2O <=> alpha-D-Glucose + Starch(n)"	"YOL157C"	"3.2.1.10"	"Starch and sucrose metabolism"	1	"NA"	"Add new reaction;"	"sce00500  starch and sucrose metabolism"	"NA"	"NA"	"MNXR110064"	"MNXR110064"	"(n+1) `oligoglycosylglucose` + 1 `H2O` = (n) `oligoglycosylglucose` + 1 `alpha-D-glucose`"	"NA"	"(n+1) MNXM1003@MNXD1 + 1 MNXM2@MNXD1 = (n) MNXM1003@MNXD1 + 1 MNXM99@MNXD1"	NA
264	"Rh265"	"Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase (EC 2.4.1.267) (Asparagine-linked glycosylation protein 6) (Dol-P-Glc:Man(9)GlcNAc(2)-PP-Dol alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Man9GlcNAc2-PP-dolichyl glucosyltransferase)"	"Dolichyl D-glucosyl phosphate  + G00007 <=> Dolichyl phosphate  + G10598"	"R06262"	"Dolichyl beta-D-glucosyl phosphate + G00007 <=> dolichyl phosphate + G10598"	"YOR002W"	"2.4.1.267"	"N-Glycan biosynthesis"	1	"NA"	"Add new reaction;"	"sce00510  n-glycan biosynthesis"	"rhea:30635"	"NA"	"MNXR110096"	"MNXR121815"	"1 `alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol` + 1 `dolichyl beta-D-glucosyl phosphate` = 1 `H(+)` + 1 `alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol` + 1 `dolichyl phosphate`"	"true"	"1 MNXM11180@MNXD1 + 1 MNXM145615@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM11181@MNXD1 + 1 MNXM278@MNXD1"	"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl beta-D-glucosyl phosphate => alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl phosphate + H(+);alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl phosphate + H(+) => alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl beta-D-glucosyl phosphate"
265	"Rh266"	"Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase (EC 2.4.1.265) (Asparagine-linked glycosylation protein 8) (Dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichyl alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichyl glucosyltransferase)"	"Dolichyl D-glucosyl phosphate  + G10598 <=> Dolichyl phosphate  + G10599"	"R06263"	"Dolichyl beta-D-glucosyl phosphate + G10598 <=> dolichyl phosphate + G10599"	"YOR067C"	"2.4.1.265"	"N-Glycan biosynthesis"	1	"NA"	"Add new reaction;"	"sce00510  n-glycan biosynthesis"	"rhea:31307"	"NA"	"MNXR110097"	"MNXR121816"	"1 `alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol` + 1 `dolichyl beta-D-glucosyl phosphate` = 1 `H(+)` + 1 `alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol` + 1 `dolichyl phosphate`"	"true"	"1 MNXM11181@MNXD1 + 1 MNXM145615@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM11182@MNXD1 + 1 MNXM278@MNXD1"	"alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl beta-D-glucosyl phosphate => alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl phosphate + H(+);alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl phosphate + H(+) => alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl beta-D-glucosyl phosphate"
266	"Rh267"	"GPI mannosyltransferase 4 (EC 2.4.1.-) (GPI mannosyltransferase IV) (GPI-MT-IV)"	"Dolichyl phosphate D-mannose  + G00149 <=> Dolichyl phosphate  + G00140"	"R07129"	"dolichyl D-mannosyl phosphate + G00149 <=> dolichyl phosphate + G00140"	"YOR149C"	"2.4.1.-"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	1	"NA"	"Add new reaction;"	"sce00563  glycosylphosphatidylinositol (gpi)-anchor biosynthesis"	"NA"	"NA"	"MNXR110833"	"MNXR110833"	"1 `dolichyl phosphate` + 1 `G00140` = 1 `dolichyl D-mannosyl phosphate` + 1 `G00149`"	"NA"	"1 MNXM278@MNXD1 + 1 MNXM9266@MNXD1 = 1 MNXM296@MNXD1 + 1 MNXM7903@MNXD1"	NA
268	"Rh269"	"Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)"	"Protein N6-(octanoyl)lysine  + 2 Sulfur donor  + 2 S-Adenosyl-L-methionine <=> Protein N6-(lipoyl)lysine  + 2 L-Methionine  + 2 5'-Deoxyadenosine"	"R07767"	"Protein N6-(octanoyl)lysine + 2 Sulfur donor + 2 S-adenosyl-L-methionine <=> Protein N6-(lipoyl)lysine + 2 L-methionine + 2 5'-Deoxyadenosine"	"YOR196C"	"2.8.1.8"	"Lipoic acid metabolism"	1	"NA"	"Add new reaction;"	"sce00785  lipoic acid metabolism"	"rhea:16585"	"NA"	"MNXR111355"	"MNXR125886"	"1 `(R)-N(6)-lipoyl-L-lysine residue` + 2 `5'-deoxyadenosine` + 2 `[2Fe-2S](2+)` + 2 `H group` + 2 `L-methionine` = 1 `N(6)-octanoyl-L-lysine residue` + 2 `S-adenosyl-L-methionine` + 2 `[2Fe-2S](1+)` + 2 `thiol group`"	"true"	"1 MNXM145553@MNXD1 + 2 MNXM316@MNXD1 + 2 MNXM50287@MNXD1 + 2 MNXM55810@MNXD1 + 2 MNXM61@MNXD1 = 1 MNXM145774@MNXD1 + 2 MNXM16@MNXD1 + 2 MNXM50286@MNXD1 + 2 MNXM87040@MNXD1"	"2 (sulfur carrier)-SH + 2 S-adenosyl-L-methionine + [protein]-N(6)-octanoyl-L-lysine + 2 reduced [2Fe-2S]-[ferredoxin] => 2 (sulfur carrier)-H + 2 5'-deoxyadenosine + [protein]-(R)-N(6)-lipoyl-L-lysine + 2 L-methionine + 2 oxidized [2Fe-2S]-[ferredoxin];2 (sulfur carrier)-H + 2 5'-deoxyadenosine + [protein]-(R)-N(6)-lipoyl-L-lysine + 2 L-methionine + 2 oxidized [2Fe-2S]-[ferredoxin] => 2 (sulfur carrier)-SH + 2 S-adenosyl-L-methionine + [protein]-N(6)-octanoyl-L-lysine + 2 reduced [2Fe-2S]-[ferredoxin]"
269	"Rh270"	"Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)"	"Octanoyl-[acp]  + 2 Sulfur donor  + 2 S-Adenosyl-L-methionine <=> Lipoyl-[acp]  + 2 L-Methionine  + 2 5'-Deoxyadenosine"	"R07768"	"octanoyl-ACP + 2 Sulfur donor + 2 S-adenosyl-L-methionine <=> Lipoyl-[acp] + 2 L-methionine + 2 5'-Deoxyadenosine"	"YOR196C"	"2.8.1.8"	"Lipoic acid metabolism"	1	"NA"	"Add new reaction;"	"sce00785  lipoic acid metabolism"	"NA"	"NA"	"MNXR111356"	"MNXR111356"	"2 `S-adenosyl-L-methionine` + 2 `Sulfur donor` + 1 `octanoyl-[acyl-carrier protein]` = 1 `Lipoyl-[acp]` + 2 `5'-deoxyadenosine` + 2 `L-methionine`"	"NA"	"2 MNXM16@MNXD1 + 2 MNXM4111@MNXD1 + 1 MNXM979@MNXD1 = 1 MNXM19093@MNXD1 + 2 MNXM316@MNXD1 + 2 MNXM61@MNXD1"	NA
271	"Rh272"	"Thiosulfate sulfurtransferase TUM1 (EC 2.8.1.1) (Thiouridine modification protein 1)"	"hydrogen cyanide  + thiosulfate <=> 2 H(+)  + sulfite  + thiocyanate"	"R01931"	"hydrogen cyanide + thiosulfate <=> 2 H+ + sulphite + thiocyanate"	"YOR251C;YOR285W;YOR286W"	"2.8.1.1;2.8.1.-"	"Sulfur metabolism"	1	"NA"	"Add new reaction;"	"sce00920  sulfur metabolism"	"rhea:16881"	"NA"	NA	"MNXR96956"	"1 `H(+)` + 1 `sulfite` + 1 `thiocyanate` = 1 `hydrogen cyanide` + 1 `thiosulfate`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM105630@MNXD1 + 1 MNXM762@MNXD1 = 1 MNXM254@MNXD1 + 1 MNXM323@MNXD1"	"hydrogen cyanide + thiosulfate => 2 H(+) + sulfite + thiocyanate;2 H(+) + sulfite + thiocyanate => hydrogen cyanide + thiosulfate"
275	"Rh276"	"Dolichyl-phosphate beta-glucosyltransferase (DolP-glucosyltransferase) (EC 2.4.1.117) (Asparagine-linked glycosylation protein 5)"	"UDP-glucose  + Dolichyl phosphate <=> UDP  + Dolichyl beta-D-glucosyl phosphate"	"R01005"	"UDP-D-glucose + dolichyl phosphate <=> UDP + Dolichyl beta-D-glucosyl phosphate"	"YPL227C"	"2.4.1.117"	"N-Glycan biosynthesis"	1	"NA"	"Add new reaction;"	"sce00510  n-glycan biosynthesis"	"rhea:15401"	"NA"	NA	"MNXR106784"	"1 `dolichyl beta-D-glucosyl phosphate` + 1 `UDP` = 1 `dolichyl phosphate` + 1 `UDP-D-glucose`"	"true"	"1 MNXM145615@MNXD1 + 1 MNXM17@MNXD1 = 1 MNXM278@MNXD1 + 1 MNXM52@MNXD1"	"dolichyl phosphate + UDP-alpha-D-glucose => dolichyl beta-D-glucosyl phosphate + UDP;dolichyl beta-D-glucosyl phosphate + UDP => dolichyl phosphate + UDP-alpha-D-glucose"
276	"Rh277"	"Enolase-related protein 2 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)"	"2-phospho-D-glycerate <=> phosphoenolpyruvate  + H2O"	"R00658"	"2-phospho-D-glyceric acid <=> phosphoenolpyruvate + H2O"	"YPL281C"	"4.2.1.11"	"Glycolysis / Gluconeogenesis"	1	"NA"	"Only merge the gene;"	"sce00010  glycolysis / gluconeogenesis"	"rhea:10164"	"NA"	NA	"MNXR97932"	"1 `2-phospho-D-glycerate` = 1 `H2O` + 1 `phosphoenolpyruvate`"	"true"	"1 MNXM275@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM73@MNXD1"	"2-phospho-D-glycerate => H2O + phosphoenolpyruvate;H2O + phosphoenolpyruvate => 2-phospho-D-glycerate"
278	"Rh279"	"Putative pyridoxal reductase (PL reductase) (PL-red) (EC 1.1.1.65)"	"Pyridoxine  + NADP(+)  <=> Pyridoxal  + NADPH  + H(+)"	"R01708"	"pyridoxine + NADP(+) <=> pyridoxal + NADPH + H+"	"YPR127W"	"1.1.1.65"	"Vitamin B6 metabolism"	1	"based on database;"	"Add new reaction;"	"sce00750  vitamin b6 metabolism"	"rhea:16129"	"NA"	NA	"MNXR103366"	"1 `H(+)` + 1 `pyridoxal` + 1 `NADPH` = 1 `pyridoxine` + 1 `NADP(+)`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM311@MNXD1 + 1 MNXM6@MNXD1 = 1 MNXM419@MNXD1 + 1 MNXM5@MNXD1"	"NADP(+) + pyridoxine => H(+) + NADPH + pyridoxal;H(+) + NADPH + pyridoxal => NADP(+) + pyridoxine"
279	"Rh280"	"Putative truncated L-serine dehydratase YIL168W (EC 4.3.1.17)"	"L-serine <=> pyruvate  + NH3"	"R00220"	"L-serine <=> pyruvate + ammonium"	"YIL168W;YIL167W"	"4.3.1.17"	"cysteine and methionine metabolism"	1	"NA"	"Only merge the gene;"	"sce00270  cysteine and methionine metabolism"	"rhea:19169"	"NA"	NA	"MNXR104339"	"1 `NH4(+)` + 1 `pyruvate` = 1 `L-serine`"	"true"	"1 MNXM15@MNXD1 + 1 MNXM23@MNXD1 = 1 MNXM53@MNXD1"	"L-serine => NH4(+) + pyruvate;NH4(+) + pyruvate => L-serine"
