"rxnID"	"name"	"reaction"
"rn:R05066"	"3-Hydroxy-2-methylpropanoate:NAD+ oxidoreductase"	"(s)-3-hydroxyisobutyrate + nad(+) <=> (s)-methylmalonate semialdehyde + nadh + h(+)"
"rn:R05068"	"(R)-2,3-Dihydroxy-3-methylpentanoate:NADP+ oxidoreductase (isomerizing)"	"(r)-2,3-dihydroxy-3-methylpentanoate + nadp(+) <=> (r)-3-hydroxy-3-methyl-2-oxopentanoate + nadph + h(+)"
"rn:R05069"	"(S)-2-Aceto-2-hydroxybutanoate:NADP+ oxidoreductase (isomerizing)"	"(s)-2-aceto-2-hydroxybutanoate <=> (r)-3-hydroxy-3-methyl-2-oxopentanoate"
"rn:R05070"	"(R)-2,3-Dihydroxy-3-methylpentanoate hydro-lyase"	"(r)-2,3-dihydroxy-3-methylpentanoate <=> (s)-3-methyl-2-oxopentanoic acid + h2o"
"rn:R05071"	"(S)-2-Acetolactate methylmutase"	"(s)-2-acetolactate <=> 3-hydroxy-3-methyl-2-oxobutanoic acid"
"rn:R05072"	"Thiosulfate:dithioerythritol sulfurtransferase"	"thiosulfate + dithioerythritol + h(+) <=> sulfite + hydrogen sulfide + 4,5-cis-dihydroxy-1,2-dithiacyclohexane"
"rn:R05074"	"CMP-3-deoxy-D-manno-oct-2-ulosonate:(KDO)-lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase"	"3-deoxy-d-manno-octulosonyl-lipid iv(a) + cmp-3-deoxy-d-manno-octulosonate <=> di[3-deoxy-d-manno-octulosonyl]-lipid iv(a) + cmp"
"rn:R05075"	"tetradecanoyl-[acyl-carrier protein]:dodecanoyl-KDO2-lipid IV(A) O-tetradecanoyltransferase"	"tetradecanoyl-[acp] + lauroyl-kdo2-lipid iv(a) <=> di[3-deoxy-d-manno-octulosonyl]-lipid a + acyl-carrier protein"
"rn:R05076"	"(2R,3S)-2-methylmalyl-CoA hydro-lyase (2-methylfumaryl-CoA-forming)"	"l-erythro-3-methylmalyl-coa <=> 2-methylfumaryl-coa + h2o"
"rn:R05077"	"NONE"	"parapyruvate + ammonia <=> 4-hydroxy-4-methylglutamate + h2o"
"rn:R05078"	"NONE"	"parapyruvate <=> 4-methylene-2-oxoglutarate + h2o"
"rn:R05079"	"NONE"	"4-methylene-2-oxoglutarate + ammonia <=> 4-methyl-l-glutamate + h2o"
"rn:R05080"	"NONE"	"trigalactosyl-diacylglycerol + udp <=> digalactosyl-diacylglycerol + udp-alpha-d-galactose"
"rn:R05081"	"Phosphatidylglycerol:membrane-derived-oligosaccharide-D-glucose glycerophosphotransferase"	"phosphatidylglycerol + diglucosyldiacylglycerol <=> 1,2-diacyl-sn-glycerol + glycerophosphoglycoglycerolipid"
"rn:R05083"	"UDP-glucose:4-hydroxyphenylethanol 1-O-beta-D-glucosyltransferase"	"4-hydroxyphenylethanol + udp-glucose <=> salidroside + udp"
"rn:R05084"	"NONE"	"isopyridoxal + acceptor <=> 5-pyridoxolactone + reduced acceptor"
"rn:R05085"	"O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase"	"o-phospho-4-hydroxy-l-threonine + 2-oxoglutarate <=> 2-oxo-3-hydroxy-4-phosphobutanoate + l-glutamate"
"rn:R05086"	"O-Phospho-4-hydroxy-L-threonine phospho-lyase (adding water)"	"o-phospho-4-hydroxy-l-threonine + h2o <=> 4-hydroxy-l-threonine + orthophosphate"
"rn:R05087"	"NONE"	"4-hydroxy-l-threonine <=> 3-aminopropane-1,2-diol + co2"
"rn:R05088"	"NONE"	"dimethylallyltryptophan <=> elymoclavine"
"rn:R05089"	"NONE"	"iridodial <=> iridotrial"
"rn:R05090"	"NONE"	"iridotrial <=> deoxyloganin"
"rn:R05092"	"ent-copalyl-diphosphate diphosphate-lyase"	"ent-copalyl diphosphate <=> ent-kaurene + diphosphate"
"rn:R05097"	"(gibberellin-44),2-oxoglutarate:oxygen oxidoreductase"	"gibberellin a53 + 2-oxoglutarate + oxygen <=> gibberellin a44 diacid + succinate + co2"
"rn:R05098"	"NONE"	"6-hydroxyhexan-6-olide <=> adipate semialdehyde"
"rn:R05099"	"6-oxohexanoate:NADP+ oxidoreductase"	"adipate semialdehyde + nadp(+) + h2o <=> adipate + nadph + h(+)"
"rn:R05100"	"cyclohexane-1,2-dione acylhydrolase (decyclizing)"	"adipate semialdehyde <=> cyclohexane-1,2-dione + h2o"
"rn:R05102"	"NADPH:cytochrome-P-450 oxidoreductase"	"cytochrome p-450 oxidized form + nadph <=> cytochrome p-450 reduced form + nadp(+) + h(+)"
"rn:R05105"	"3'-Phosphoadenylylsulfate:digalactosylceramide 3'-sulfotransferase"	"3'-phosphoadenylyl sulfate + digalactosylceramide <=> adenosine 3',5'-bisphosphate + digalactosylceramide sulfate"
"rn:R05106"	"NONE"	"ceramidepentasaccharide + gdp-l-fucose <=> type a glycolipid + gdp"
"rn:R05107"	"NONE"	"gal-alpha1->3(fuc-alpha1->2)gal-beta1->3glcnac-beta1->3laccer + udp <=> fuc-alpha1->2gal-beta1->3glcnac-beta1->3gal-beta1->4glc-beta1-1'cer + udp-alpha-d-galactose"
"rn:R05108"	"NONE"	"fuc-alpha1->2gal-beta1->3glcnac-beta1->3gal-beta1->4glc-beta1-1'cer + udp-n-acetyl-d-galactosamine <=> type a glycolipid + udp"
"rn:R05109"	"(N-Acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase"	"udp-n-acetyl-d-galactosamine + gd3 <=> udp + gd2"
"rn:R05110"	"NONE"	"udp-alpha-d-galactose + gd2 <=> udp + gd1b"
"rn:R05111"	"NONE"	"udp-alpha-d-galactose + ga2 <=> udp + ga1"
"rn:R05112"	"Gal-beta1->3GalNAc-beta1->4Gal-beta1->4Glc-beta1->1'Cer galactohydrolase"	"ga1 + h2o <=> ga2 + d-galactose"
"rn:R05113"	"NONE"	"cmp-n-acetylneuraminate + gt1a <=> cmp + gq1"
"rn:R05114"	"NONE"	"cmp-n-acetylneuraminate + gt1b <=> cmp + gq1"
"rn:R05115"	"Acylneuraminyl hydrolase"	"gt1b + n-acetylneuraminate <=> gq1 + h2o"
"rn:R05116"	"NONE"	"cmp-n-acetylneuraminate + gd1b <=> cmp + gt1b"
"rn:R05117"	"NONE"	"gt1b + h2o <=> gd1b + n-acetylneuraminate"
"rn:R05118"	"NONE"	"poly-beta-hydroxybutyrate + h2o <=> poly[(r)-3-hydroxybutanoate]x + (r)-3-((r)-3-hydroxybutanoyloxy)butanoate"
"rn:R05119"	"NONE"	"3-butyn-1-al + nad(+) + h2o <=> 3-butynoate + nadh + h(+)"
"rn:R05120"	"NONE"	"3-butyn-1-al + pqq + h2o <=> 3-butynoate + pqqh2"
"rn:R05121"	"NONE"	"3-butyn-1-al + pqqh2 <=> 3-butyn-1-ol + pqq"
"rn:R05122"	"NONE"	"2,5-diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine + 2 s-adenosyl-l-methionine <=> 6-(3'-triphosphoryl-1'-methylglyceryl)-7-methyl-7,8-dihydrobiopterin + 2 s-adenosyl-l-homocysteine + h2o"
"rn:R05123"	"S-Adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase"	"s-adenosyl-l-methionine + (s)-norcoclaurine <=> s-adenosyl-l-homocysteine + (s)-coclaurine"
"rn:R05124"	"codeine:NADP+ oxidoreductase"	"codeine + nadp(+) <=> codeinone + nadph + h(+)"
"rn:R05125"	"NONE"	"codeinone <=> neopinone"
"rn:R05126"	"thebaine,2-oxoglutarate:oxygen oxidoreductase (6-O-demethylating)"	"thebaine + 2-oxoglutarate + oxygen <=> neopinone + formaldehyde + succinate + co2"
"rn:R05127"	"thebaine,2-oxoglutarate:oxygen oxidoreductase (3-O-demethylating)"	"thebaine + 2-oxoglutarate + oxygen <=> oripavine + formaldehyde + succinate + co2"
"rn:R05128"	"NONE"	"anabasine + co2 <=> piperideine + nicotinate"
"rn:R05129"	"NONE"	"piperideine + acetoacetyl-coa + h2o <=> pelletierine + coa + co2"
"rn:R05130"	"NONE"	"piperideine + pelletierine <=> l-(+)-anaferine"
"rn:R05131"	"NONE"	"pelletierine <=> n-methylpelletierine"
"rn:R05132"	"protein-N(pi)-phosphohistidine:arbutin 6-phosphotransferase"	"protein n(pi)-phospho-l-histidine + arbutin <=> protein histidine + arbutin 6-phosphate"
"rn:R05133"	"Arbutin 6-phosphate glucohydrolase"	"arbutin 6-phosphate + h2o <=> hydroquinone + beta-d-glucose 6-phosphate"
"rn:R05134"	"Salicin 6-phosphate glucohydrolase"	"salicin 6-phosphate + h2o <=> salicyl alcohol + beta-d-glucose 6-phosphate"
"rn:R05135"	"2',3'-Cyclic GMP 3'-nucleotidohydrolase"	"2',3'-cyclic gmp + h2o <=> guanosine 3'-phosphate"
"rn:R05136"	"(3E)-4-(2-hydroxyphenyl)-2-oxobut-3-enoate hydro-lyase"	"salicylaldehyde + pyruvate <=> trans-o-hydroxybenzylidenepyruvate + h2o"
"rn:R05137"	"2-hydroxy-2H-chromene-2-carboxylate---(3E)-4-(2-hydroxyphenyl)-2-oxobut-3-enoate isomerase"	"trans-o-hydroxybenzylidenepyruvate <=> 2-hydroxychromene-2-carboxylate"
"rn:R05138"	"NONE"	"2-hydroxy-2,4-pentadienoate + acetate <=> 2-hydroxy-6-keto-2,4-heptadienoate + h2o"
"rn:R05140"	"sucrose:2,6-beta-D-fructan 6-beta-D-fructosyltransferase"	"d-glucose + levan <=> sucrose + levan"
"rn:R05141"	"1,4-beta-D-Glucan glucohydrolase"	"celloheptaose + h2o <=> cellohexaose + d-glucose"
"rn:R05142"	"1,4-beta-D-Glucan glucohydrolase"	"cellohexaose + h2o <=> cellopentaose + d-glucose"
"rn:R05144"	"peptidyl-glutamate 4-carboxylase (2-methyl-3-phytyl-1,4-naphthoquinone-epoxidizing)"	"gla protein + vitamin k1 epoxide + h2o <=> gla protein precursor + phylloquinol + co2 + oxygen"
"rn:R05145"	"Biotinyl-5'-AMP:apo-[carboxylase] ligase (AMP-forming)"	"biotinyl-5'-amp + apo-[carboxylase] <=> amp + holo-[carboxylase]"
"rn:R05146"	"dodecanoyl-[acyl-carrier protein]:KDO2-lipid IV(A) O-dodecanoyltransferase"	"dodecanoyl-[acyl-carrier protein] + di[3-deoxy-d-manno-octulosonyl]-lipid iv(a) <=> lauroyl-kdo2-lipid iv(a) + acyl-carrier protein"
"rn:R05148"	"benzene-1,4-dicarboxylate, NADH:oxygen oxidoreductase (1,2-hydroxylating)"	"terephthalate + oxygen + nadh + h(+) <=> (3s,4r)-3,4-dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate + nad(+)"
"rn:R05149"	"S-Adenosyl-L-methionine:1-precorrin-6Y C5,15-methyltransferase (C-12-decarboxylating)"	"2 s-adenosyl-l-methionine + precorrin 6y <=> 2 s-adenosyl-l-homocysteine + precorrin 8x + co2"
"rn:R05150"	"precorrin-6Y:NADP+ oxidoreductase"	"precorrin 6y + nadp(+) <=> precorrin 6x + nadph + h(+)"
"rn:R05151"	"Isoquinoline:acceptor 1-oxidoreductase (hydroxylating)"	"isoquinoline + acceptor + h2o <=> isocarbostyril + reduced acceptor"
"rn:R05152"	"Quinoline:acceptor 2-oxidoreductase (hydroxylating)"	"quinoline + acceptor + h2o <=> 2(1h)-quinolinone + reduced acceptor"
"rn:R05153"	"6-Chlorobenzene-1,2,4-triol:oxygen 7S,8S-oxidoreductase"	"6-chlorobenzene-1,2,4-triol + oxygen <=> 2-chloromaleylacetate"
"rn:R05154"	"quinolin-4(1H)-one,NADH:oxygen oxidoreductase (3-oxygenating)"	"4-hydroxyquinoline + oxygen + nadh + h(+) <=> quinoline-3,4-diol + nad(+) + h2o"
"rn:R05155"	"2-methylquinoline-3,4-diol 2,4-dioxygenase (carbon monoxide-forming)"	"2-methylquinoline-3,4-diol + oxygen <=> n-acetylanthranilate + co"
"rn:R05156"	"2-aminobenzenesulfonate, NADH:oxygen oxidoreductase (2,3-hydroxylating, ammonia-forming)"	"2-aminobenzenesulfonate + oxygen + nadh + h(+) <=> 3-sulfocatechol + ammonia + nad(+)"
"rn:R05157"	"quinolin-2-ol, NADH:oxygen oxidoreductase (5,6-hydroxylating)"	"quinolin-2-ol + oxygen + nadh + h(+) <=> 2,5,6-trihydroxy-5,6-dihydroquinoline + nad(+)"
"rn:R05158"	"Quinolin-2-ol,NADH:oxygen oxidoreductase (8-hydroxylating)"	"quinolin-2-ol + oxygen + nadh + h(+) <=> quinolin-2,8-diol + nad(+) + h2o"
"rn:R05162"	"S-Adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase"	"s-adenosyl-l-methionine + (r,s)-norcoclaurine <=> s-adenosyl-l-homocysteine + (r,s)-coclaurine"
"rn:R05163"	"Hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6'''-O-hydroxycinnamoyltransferase"	"hydroxycinnamoyl-coa + anthocyanidin-3,5-diglucoside <=> coa + anthocyanidin 3-glucoside-5-hydroxycinnamoylglucoside"
"rn:R05164"	"UDP-glucose:1,2-diacyl-3-O-(alpha-D-glucopyranosyl)-sn-glycerol (1->2) glucosyltransferase"	"udp-glucose + 1,2-diacyl-3-alpha-d-glucosyl-sn-glycerol <=> udp + alpha-kojibiosyldiacylglycerol"
"rn:R05165"	"1-Carboxyvinyl carboxyphosphonate phosphorylmutase (decarboxylating)"	"1-carboxyvinyl carboxyphosphonate <=> 3-(hydrohydroxyphosphoryl)pyruvate + co2"
"rn:R05166"	"lacto-N-tetraose lacto-N-biosylhydrolase"	"lacto-n-tetraose + h2o <=> lacto-n-biose + lactose"
"rn:R05167"	"Phthalyl-amide amidohydrolase"	"phthalylamide + h2o <=> phthalate + amine"
"rn:R05168"	"N-acetyl-D-galactosamine 6-phosphate amidohydrolase"	"n-acetyl-d-galactosamine 6-phosphate + h2o <=> d-galactosamine 6-phosphate + acetate"
"rn:R05169"	"Methylenediurea aminohydrolase"	"methylenediurea + 2 h2o <=> n-(hydroxymethyl)urea + co2 + 2 ammonia"
"rn:R05170"	"Methylenediurea aminohydrolase"	"methylenediurea + h2o <=> n-(carboxyaminomethyl)urea + ammonia"
"rn:R05171"	"N-(Carboxyaminomethyl)urea aminohydrolase"	"n-(carboxyaminomethyl)urea <=> n-(aminomethyl)urea + co2"
"rn:R05172"	"N-(Aminomethyl)urea aminohydrolase"	"n-(aminomethyl)urea + h2o <=> n-(hydroxymethyl)urea + ammonia"
"rn:R05173"	"2-Aryl-2-methylmalonate carboxy-lyase"	"2-aryl-2-methylmalonate <=> 2-arylpropionate + co2"
"rn:R05174"	"16-alpha-Hydroxypregnenolone hydro-lyase"	"16-alpha-hydroxypregnenolone <=> 16,17-didehydropregnenolone + h2o"
"rn:R05175"	"[Protein]-L-serine epimerase"	"omega-agatoxin ivc <=> omega-agatoxin ivb"
"rn:R05176"	"ADP-D-glycero-D-manno-heptose 6-epimerase"	"adp-d-glycero-beta-d-manno-heptose <=> adp-l-glycero-beta-d-manno-heptose"
"rn:R05177"	"precorrin 8X 11,12-methylmutase"	"precorrin 8x <=> hydrogenobyrinate"
"rn:R05179"	"S-adenosyl-L-methionine:[RbcL]-L-lysine N6-methyltransferase"	"3 s-adenosyl-l-methionine + [ribulose-1,5-bisphosphate carboxylase]-l-lysine + h(+) <=> 3 s-adenosyl-l-homocysteine + [ribulose-1,5-bisphosphate carboxylase]-n6,n6,n6-trimethyl-l-lysine"
"rn:R05180"	"S-adenosyl-L-methionine:precorrin-3B C17-methyltransferase"	"s-adenosyl-l-methionine + precorrin 3b <=> s-adenosyl-l-homocysteine + precorrin 4"
"rn:R05181"	"S-adenosyl-L-methionine:precorrin-4 C11 methyltransferase"	"s-adenosyl-l-methionine + precorrin 4 <=> s-adenosyl-l-homocysteine + precorrin 5"
"rn:R05182"	"[methionine synthase]-methylcob(I)alamin,S-adenosylhomocysteine:NADP+ oxidoreductase"	"2 s-adenosyl-l-methionine + 2 [methionine synthase]-cob(ii)alamin + nadph + h(+) <=> 2 [methionine synthase]-methylcob(i)alamin + 2 s-adenosyl-l-homocysteine + nadp(+)"
"rn:R05183"	"Quinoline-4-carboxylate:acceptor 2-oxidoreductase (hydroxylating)"	"4-quinolinecarboxylic acid + acceptor + h2o <=> 2-oxo-1,2-dihydroquinoline-4-carboxylate + reduced acceptor"
"rn:R05185"	"reduced ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing)"	"16 atp + nitrogen + 8 reduced ferredoxin + 8 h(+) + 16 h2o <=> 16 orthophosphate + 16 adp + 8 oxidized ferredoxin + 2 ammonia + hydrogen"
"rn:R05186"	"reduced flavodoxin:dinitrogen oxidoreductase (ATP-hydrolysing)"	"16 atp + nitrogen + 4 reduced flavodoxin + 16 h2o <=> 16 orthophosphate + 16 adp + 4 oxidized flavodoxin + 2 ammonia + hydrogen"
"rn:R05188"	"acyl-CoA:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing and thioester-hydrolysing)"	"acetyl-coa + n malonyl-coa + 2n nadph + 2n h(+) <=> long-chain fatty acid + n co2 + 2n nadp(+) + (n+1) coa + n h2o"
"rn:R05189"	"acyl-CoA:methylmalonyl-CoA C-acyltransferase (decarboxylating, oxoacyl- and enoyl-reducing)"	"acyl-coa + n methylmalonyl-coa + 2n nadph + 2n h(+) + acyl-carrier protein <=> multi-methyl-branched acyl-[acp] + (n+1) coa + n co2 + 2n nadp(+) + n h2o"
"rn:R05190"	"acyl-CoA:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)"	"acetyl-coa + n malonyl-coa + 2n nadph + 4n h(+) <=> long-chain acyl-coa + n coa + n co2 + 2n nadp(+) + n h2o"
"rn:R05191"	"UDP-D-galacturonate:1,4-alpha-poly-D-galacturonate 4-alpha-D-galacturonosyltransferase"	"n udp-d-galacturonate <=> n udp + pectin"
"rn:R05193"	"NONE"	"n atp + calmodulin + n ubiquitin <=> n amp + n diphosphate + (ubiquitin)n-calmodulin"
"rn:R05196"	"1,4-alpha-D-Glucan:1,4-alpha-D-glucan 4-alpha-D-glycosyltransferase"	"amylose + n d-glucose <=> n maltose"
"rn:R05197"	"10-formyltetrahydropteroyldiglutamate:L-glutamate gamma-ligase (ADP-forming)"	"n-1 atp + (6r)-10-formyltetrahydropteroyldiglutamate + n-1 l-glutamate <=> n-1 adp + n-1 orthophosphate + 10-formyltetrahydrofolylpolyglutamate"
"rn:R05198"	"ethanol:cytochrome c oxidoreductase"	"ethanol + 2 ferricytochrome c <=> 2 ferrocytochrome c + acetaldehyde + 2 h(+)"
"rn:R05199"	"protein-N(pi)-phosphohistidine:N-acetyl-D-glucosamine 6-phosphotransferase"	"protein n(pi)-phospho-l-histidine + n-acetyl-d-glucosamine <=> protein histidine + n-acetyl-d-glucosamine 6-phosphate"
"rn:R05202"	"ATP:1D-myo-inositol 1,3,4,5,6-pentakisphosphate 2-phosphotransferase"	"phytic acid + adp <=> 1d-myo-inositol 1,3,4,5,6-pentakisphosphate + atp"
"rn:R05207"	"NONE"	"leukotriene e4 + l-glutamate <=> leukotriene f4 + h2o"
"rn:R05209"	"Diacylglycerol acylhydrolase"	"diacylglycerol + h2o <=> 1-acylglycerol + carboxylate"
"rn:R05210"	"(S)-N-Methylcoclaurine, NADPH:oxygen oxidoreductase (C-O phenol-coupling)"	"2'-norberbamunine + nadp(+) + 2 h2o <=> (s)-coclaurine + (r)-n-methylcoclaurine + oxygen + nadph + h(+)"
"rn:R05211"	"S-Adenosyl-L-methionine:(RS)-1-benzyl-1,2,3,4-tetrahydroisoquinolie N- methyltransferase"	"s-adenosyl-l-methionine + (s)-norreticuline <=> s-adenosyl-l-homocysteine + (s)-reticuline"
"rn:R05212"	"S-Adenosyl-L-methionine:3'-hydroxy-N-methyl-(S)-coclaurine 4'-O-methyltransferase"	"s-adenosyl-l-methionine + (s)-6-o-methylnorlaudanosoline <=> s-adenosyl-l-homocysteine + (s)-norreticuline"
"rn:R05213"	"S-Adenosyl-L-methionine:6-O-methylnorlaudanosoline 5'-O-methyltransferase"	"s-adenosyl-l-methionine + (s)-6-o-methylnorlaudanosoline <=> s-adenosyl-l-homocysteine + (s)-nororientaline"
"rn:R05214"	"S-Adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase"	"s-adenosyl-l-methionine + (s)-norlaudanosoline <=> s-adenosyl-l-homocysteine + (s)-6-o-methylnorlaudanosoline"
"rn:R05215"	"(S)-N-Methylcoclaurine, NADPH:oxygen oxidoreductase (C-O phenol-coupling)"	"guattegaumerine + nadp(+) + 2 h2o <=> 2 (r)-n-methylcoclaurine + oxygen + nadph + h(+)"
"rn:R05216"	"S-adenosyl-L-methionine:(R)-norreticuline N- methyltransferase"	"s-adenosyl-l-methionine + (r)-norreticuline <=> s-adenosyl-l-homocysteine + (r)-reticuline"
"rn:R05217"	"precorrin-3A,NADH:oxygen oxidoreductase (20-hydroxylating)"	"precorrin 3a + oxygen + nadh + h(+) <=> precorrin 3b + nad(+) + h2o"
"rn:R05218"	"cob(II)yrinic acid-a,c-diamide:FMN oxidoreductase"	"2 cob(ii)yrinate a,c diamide + reduced fmn <=> 2 cob(i)yrinate a,c diamide + fmn + 2 h(+)"
"rn:R05219"	"NONE"	"precorrin 6x + acetate + s-adenosyl-l-homocysteine <=> precorrin 5 + s-adenosyl-l-methionine + h2o"
"rn:R05220"	"ATP:cob(I)yrinic acid-a,c-diamide Cobeta-adenosyltransferase"	"cob(i)yrinate a,c diamide + atp <=> adenosyl cobyrinate a,c diamide + triphosphate"
"rn:R05221"	"NONE"	"adenosyl cobinamide + atp <=> adenosyl cobinamide phosphate + adp"
"rn:R05222"	"GTP:adenosylcobinamide-phosphate guanylyltransferase"	"adenosyl cobinamide phosphate + gtp <=> adenosine-gdp-cobinamide + diphosphate"
"rn:R05223"	"NONE"	"cobamide coenzyme + gmp <=> adenosine-gdp-cobinamide + alpha-ribazole"
"rn:R05224"	"NONE"	"hydrogenobyrinate + 2 l-glutamine + 2 atp + 2 h2o <=> hydrogenobyrinate a,c diamide + 2 orthophosphate + 2 l-glutamate + 2 adp"
"rn:R05225"	"NONE"	"adenosyl cobyrinate a,c diamide + 4 l-glutamine + 4 atp + 4 h2o <=> adenosyl cobyrinate hexaamide + 4 l-glutamate + 4 orthophosphate + 4 adp"
"rn:R05226"	"adenosylcobinamide amidohydrolase"	"adenosyl cobyrinate hexaamide + (r)-1-aminopropan-2-ol <=> adenosyl cobinamide + h2o"
"rn:R05227"	"hydrogenobyrinic-acid-a,c-diamide:cobalt cobalt-ligase (ADP-forming)"	"hydrogenobyrinate a,c diamide + cobalt ion + atp + h2o <=> cob(ii)yrinate a,c diamide + orthophosphate + adp + h(+)"
"rn:R05228"	"Penicillin-N,2-oxoglutarate:oxygen oxidoreductase (ring-expanding)"	"deacetylcephalosporin c + h2o + 2 succinate + 2 co2 <=> penicillin n + 2 2-oxoglutarate + 2 oxygen"
"rn:R05229"	"NONE"	"deacetylcephalosporin c + succinate + co2 <=> deacetoxycephalosporin c + 2-oxoglutarate + oxygen"
"rn:R05230"	"NONE"	"deacetylcephalosporin c + carbamoyl phosphate <=> o-carbamoyl-deacetylcephalosporin c + orthophosphate"
"rn:R05231"	"6-Hydroxyhexanoate:NADP+ oxidoreductase"	"6-hydroxyhexanoic acid + nadp(+) <=> adipate semialdehyde + nadph + h(+)"
"rn:R05232"	"p-cumic alcohol:NAD+ oxidoreductase"	"p-cumic alcohol + nad(+) <=> 4-isopropylbenzaldehyde + nadh + h(+)"
"rn:R05233"	"trans-3-Chloro-2-propene-1-ol:NAD+ oxidoreductase"	"trans-3-chloro-2-propene-1-ol + nad(+) <=> trans-3-chloroallyl aldehyde + nadh + h(+)"
"rn:R05234"	"cis-3-chloro-2-propene-1-ol:NAD+ oxidoreductase"	"cis-3-chloro-2-propene-1-ol + nad(+) <=> cis-3-chloroallyl aldehyde + nadh + h(+)"
"rn:R05235"	"p-cumic aldehyde:NAD+ oxidoreductase"	"4-isopropylbenzaldehyde + nad(+) + h2o <=> p-cumate + nadh + h(+)"
"rn:R05236"	"4-Hydroxymuconic-semialdehyde:NAD+ oxidoreductase"	"cis,cis-4-hydroxymuconic semialdehyde + nad(+) + h2o <=> 2-maleylacetate + nadh + h(+)"
"rn:R05237"	"NONE"	"trans-3-chloroallyl aldehyde + h2o <=> trans-3-chloroacrylic acid + 2 h(+)"
"rn:R05238"	"NONE"	"cis-3-chloroallyl aldehyde + h2o <=> cis-3-chloroacrylic acid + 2 h(+)"
"rn:R05239"	"cis-3-phenylcyclohexa-3,5-diene-1,2-diol:NAD+ oxidoreductase"	"cis-2,3-dihydro-2,3-dihydroxybiphenyl + nad(+) <=> biphenyl-2,3-diol + nadh + h(+)"
"rn:R05240"	"cis-2,3-dihydroxy-2,3-dihydro-p-cumate:NAD+ oxidoreductase"	"cis-2,3-dihydroxy-2,3-dihydro-p-cumate + nad(+) <=> 2,3-dihydroxy-p-cumate + nadh + h(+)"
"rn:R05241"	"cis-2,3-dihydro-2,3-dihydroxy-4'-chlorobiphenyl:NAD+ oxidoreductase"	"cis-2,3-dihydro-2,3-dihydroxy-4'-chlorobiphenyl + nad(+) <=> 2,3-dihydroxy-4'-chlorobiphenyl + nadh + h(+)"
"rn:R05243"	"2,5-dichloro-2,5-cyclohexadiene-1,4-diol:NAD+ oxidoreductase"	"2,5-dichloro-2,5-cyclohexadiene-1,4-diol + nad(+) <=> 2,5-dichlorohydroquinone + nadh + h(+)"
"rn:R05244"	"NADPH:p-benzoquinone oxidoreductase"	"p-benzoquinone + nadph + h(+) <=> hydroquinone + nadp(+)"
"rn:R05245"	"2,3-Dihydroxy-4'-chlorobiphenyl:oxygen 1,2-oxidoreductase (decyclizing)"	"2,3-dihydroxy-4'-chlorobiphenyl + oxygen <=> 2-hydroxy-6-oxo-6-(4'-chlorophenyl)-hexa-2,4-dienoate"
"rn:R05246"	"NONE"	"hydroquinone + oxygen <=> cis,cis-4-hydroxymuconic semialdehyde"
"rn:R05247"	"4-isopropylbenzoate:oxygen 2,3-oxidoreductase"	"p-cumate + oxygen + nadh + h(+) <=> cis-2,3-dihydroxy-2,3-dihydro-p-cumate + nad(+)"
"rn:R05248"	"NONE"	"2,3-dihydroxy-p-cumate + oxygen <=> 2-hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate"
"rn:R05249"	"Resorcinol,NADPH:oxogen oxidoreductase (2-hydroxylating)"	"resorcinol + oxygen + nadph + h(+) <=> benzene-1,2,4-triol + nadp(+) + h2o"
"rn:R05250"	"NONE"	"1,2,3-trihydroxybenzene + nadp(+) + h2o <=> resorcinol + oxygen + nadph + h(+)"
"rn:R05251"	"NONE"	"2,2-bis(4'-chlorophenyl)ethanol + h2o <=> bis(4'-chlorophenyl)acetate + 4 h(+)"
"rn:R05252"	"NONE"	"4-chlorobenzoate <=> 4-chlorobenzaldehyde + h2o"
"rn:R05255"	"NONE"	"1-chloro-2,2-bis(4'-chlorophenyl)ethylene + reduced acceptor + 2 h(+) <=> 1-chloro-2,2-bis(4'-chlorophenyl)ethane + acceptor"
"rn:R05256"	"NONE"	"1,1-dichloro-2-(dihydroxy-4'-chlorophenyl)-2-(4'-chlorophenyl)ethylene + oxygen <=> 6-oxo-2-hydroxy-7-(4'-chlorophenyl)-3,8,8-trichloroocta-2e,4e,7e-trienoate"
"rn:R05257"	"NONE"	"2,3-dihydroxy 1,1,1-trichloro-2,2-bis(4'-chlorophenyl)ethane + oxygen <=> 6-oxo-2-hydroxy-7-(4'-chlorophenyl)-3,8,8,8-tetrachloroocta-2e,4e-dienoate"
