"rxnID"	"query"	"formula"	"description"	"ko"	"pathway"	"pathway_name0"	"RHEA_ID"	"RHEA_ID2"	"metnetID"	"metnetID2"	"formula_metnet"	"formula_metnet_balance"	"Equation"	"formula_rhea"	"reverse"
"R08107"	"2992-YDR302W;5431-YLL031C"	"Phosphatidylethanolamine + G00149 <=> 1,2-Diacyl-sn-glycerol + G13044"	"NONE"	"K05287"	"path:map00563;path:map01100"	"sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;sce01100  Metabolic pathways"	"NA"	"NA"	"MNXR111686"	"MNXR111686"	"1 `phosphatidylethanolamine` + 1 `G00149` = 1 `G13044` + 1 `a 1,2-diacyl-sn-glycerol`"	"NA"	"1 MNXM115@MNXD1 + 1 MNXM7903@MNXD1 = 1 MNXM13348@MNXD1 + 1 MNXM59@MNXD1"	NA	"not sure"
"R00187"	"2995-YDR305C"	" P1,P3-Bis(5'-adenosyl) triphosphate + H2O <=> ADP + AMP"	"P1,P3-bis(5'-adenosyl)-triphosphate adenylohydrolase"	"K01522"	"path:map00230;path:map05222;path:map05223"	"sce00230  Purine metabolism;sce05222  Small cell lung cancer;sce05223  Non-small cell lung cancer"	"rhea:13893"	"NA"	NA	"MNXR96340"	"2 `H(+)` + 1 `AMP` + 1 `ADP` = 1 `H2O` + 1 `P(1),P(3)-bis(5'-adenosyl) triphosphate`"	"true"	"2 MNXM1@MNXD1 + 1 MNXM14@MNXD1 + 1 MNXM7@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM3683@MNXD1"	"P(1),P(3)-bis(5'-adenosyl) triphosphate + H2O => ADP + AMP + 2 H(+);ADP + AMP + 2 H(+) => P(1),P(3)-bis(5'-adenosyl) triphosphate + H2O"	"yes"
"R05202"	"3005-YDR315C"	" Phytic acid + ADP <=> 1D-myo-Inositol 1,3,4,5,6-pentakisphosphate + ATP"	"ATP:1D-myo-inositol 1,3,4,5,6-pentakisphosphate 2-phosphotransferase"	"K19786"	"path:map00562;path:map01100;path:map04070"	"sce00562  Inositol phosphate metabolism;sce01100  Metabolic pathways;sce04070  Phosphatidylinositol signaling system"	"rhea:20313"	"NA"	NA	"MNXR109392"	"1 `H(+)` + 1 `1D-myo-inositol hexakisphosphate` + 1 `ADP` = 1 `ATP` + 1 `1D-myo-inositol 1,3,4,5,6-pentakisphosphate`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM491@MNXD1 + 1 MNXM7@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM89719@MNXD1"	"1D-myo-inositol 1,3,4,5,6-pentakisphosphate + ATP => 1D-myo-inositol hexakisphosphate + ADP + H(+);1D-myo-inositol hexakisphosphate + ADP + H(+) => 1D-myo-inositol 1,3,4,5,6-pentakisphosphate + ATP"	"yes"
"R00485"	"3013-YDR321W;5619-YLR157C_NumOfGenes_4"	" L-Asparagine + H2O <=> L-Aspartate + Ammonia"	"L-Asparagine amidohydrolase"	"K01424"	"path:map00250;path:map00460;path:map01100;path:map01110"	"sce00250  Alanine, aspartate and glutamate metabolism;sce00460  Cyanoamino acid metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites"	"rhea:21016"	"NA"	NA	"MNXR96056"	"1 `L-asparagine` + 1 `H2O` = 1 `NH4(+)` + 1 `L-aspartate`"	"true"	"1 MNXM147@MNXD1 + 1 MNXM2@MNXD1 = 1 MNXM15@MNXD1 + 1 MNXM42@MNXD1"	"L-asparagine + H2O => L-aspartate + NH4(+);L-aspartate + NH4(+) => L-asparagine + H2O"	"yes"
"R02016"	"3045-YDR353W;4362-YHR106W"	" Thioredoxin + NADP+ <=> Thioredoxin disulfide + NADPH + H+"	"NADPH:oxidized-thioredoxin oxidoreductase"	"K00384"	"path:map00450"	"sce00450  Selenocompound metabolism"	"rhea:20345"	"NA"	NA	NA	"[thioredoxin]-dithiol + NADP(+) => [thioredoxin]-disulfide + H(+) + NADPH;[thioredoxin]-disulfide + H(+) + NADPH => [thioredoxin]-dithiol + NADP(+)"	"true"	NA	"[thioredoxin]-dithiol + NADP(+) => [thioredoxin]-disulfide + H(+) + NADPH;[thioredoxin]-disulfide + H(+) + NADPH => [thioredoxin]-dithiol + NADP(+)"	"yes"
"R09372"	"3045-YDR353W;4362-YHR106W"	" 2 NADPH + 2 H+ + Methylselenic acid <=> 2 NADP+ + 2 H2O + Methaneselenol"	"methaneselenol:NADP+ oxidoreductase"	"K00384"	"path:map00450"	"sce00450  Selenocompound metabolism"	"NA"	"NA"	"MNXR112800"	"MNXR112800"	"3 `H(+)` + 1 `methylseleninic acid` + 2 `NADPH` = 2 `H2O` + 2 `NADP(+)` + 1 `methylselenol`"	"true"	"3 MNXM1@MNXD1 + 1 MNXM19347@MNXD1 + 2 MNXM6@MNXD1 = 2 MNXM2@MNXD1 + 2 MNXM5@MNXD1 + 1 MNXM5818@MNXD1"	NA	"not sure"
"R01073"	"3046-YDR354W_NumOfGenes_2"	" N-(5-Phospho-D-ribosyl)anthranilate + Diphosphate <=> Anthranilate + 5-Phospho-alpha-D-ribose 1-diphosphate"	"N-(5-Phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-transferase"	"K00766"	"path:map00400;path:map01100;path:map01110;path:map01130;path:map01230"	"sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01230  Biosynthesis of amino acids"	"rhea:11768"	"NA"	NA	"MNXR95842"	"1 `diphosphate` + 1 `N-(5-phospho-beta-D-ribosyl)anthranilate` = 1 `anthranilate` + 1 `5-phospho-alpha-D-ribose 1-diphosphate`"	"true"	"1 MNXM11@MNXD1 + 1 MNXM1489@MNXD1 = 1 MNXM188@MNXD1 + 1 MNXM91@MNXD1"	"N-(5-phospho-beta-D-ribosyl)anthranilate + diphosphate => 5-phospho-alpha-D-ribose 1-diphosphate + anthranilate;5-phospho-alpha-D-ribose 1-diphosphate + anthranilate => N-(5-phospho-beta-D-ribosyl)anthranilate + diphosphate"	"yes"
"R01206"	"3062-YDR371W_NumOfGenes_2;5744-YLR286C_NumOfGenes_2"	" Chitin + H2O <=> N-Acetyl-D-glucosamine + Chitin"	"[1,4-(N-Acetyl-beta-D-glucosaminyl)]n glycanohydrolase"	"K01183"	"path:map00520;path:map01100"	"sce00520  Amino sugar and nucleotide sugar metabolism;sce01100  Metabolic pathways"	"NA"	"NA"	"MNXR106866"	"MNXR106866"	"1 `chitin` + 1 `H2O` = 1 `chitin` + 1 `N-acetyl-D-glucosamine`"	"true"	"1 MNXM1271@MNXD1 + 1 MNXM2@MNXDX = 1 MNXM1271@MNXD2 + 1 MNXM143@MNXDX"	NA	"not sure"
"R02334"	"3062-YDR371W_NumOfGenes_2;5744-YLR286C_NumOfGenes_2"	" Chitin + H2O <=> Chitobiose + Chitin"	"[1,4-(N-Acetyl-beta-D-glucosaminyl)]n glycanohydrolase"	"K01183"	"path:map00520;path:map01100"	"sce00520  Amino sugar and nucleotide sugar metabolism;sce01100  Metabolic pathways"	"NA"	"NA"	"MNXR107445"	"MNXR107445"	"1 `chitin` + 1 `H2O` = 1 `chitin` + 1 `N,N'-diacetylchitobiose`"	"true"	"1 MNXM1271@MNXD1 + 1 MNXM2@MNXDX = 1 MNXM1271@MNXD2 + 1 MNXM1680@MNXDX"	NA	"not sure"
"R01377"	"3073-YDR380W"	" Phenylpyruvate <=> Phenylacetaldehyde + CO2"	"phenylpyruvate carboxy-lyase (phenylacetaldehyde-forming)"	"K12732"	"path:map00360;path:map01100"	"sce00360  Phenylalanine metabolism;sce01100  Metabolic pathways"	"rhea:14185"	"NA"	NA	"MNXR125761"	"1 `CO2` + 1 `phenylacetaldehyde` = 1 `H(+)` + 1 `3-phenylpyruvate`"	"true"	"1 MNXM13@MNXD1 + 1 MNXM473@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM162242@MNXD1"	"3-phenylpyruvate + H(+) => CO2 + phenylacetaldehyde;CO2 + phenylacetaldehyde => 3-phenylpyruvate + H(+)"	"yes"
"R04325"	"3101-YDR408C"	" 10-Formyltetrahydrofolate + 5'-Phosphoribosylglycinamide <=> Tetrahydrofolate + 5'-Phosphoribosyl-N-formylglycinamide"	"10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase"	"K00601"	"path:map00230;path:map00670;path:map01100;path:map01110;path:map01130"	"sce00230  Purine metabolism;sce00670  One carbon pool by folate;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics"	"rhea:15053"	"NA"	NA	"MNXR99623"	"1 `H(+)` + 1 `N(2)-formyl-N(1)-(5-phospho-D-ribosyl)glycinamide(2-)` + 1 `(6S)-5,6,7,8-tetrahydrofolate` = 1 `(6S)-10-formyltetrahydrofolate` + 1 `N(1)-(5-phospho-D-ribosyl)glycinamide(1-)`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM453@MNXD1 + 1 MNXM79@MNXD1 = 1 MNXM237@MNXD1 + 1 MNXM463@MNXD1"	"(6S)-10-formyltetrahydrofolate + N(1)-(5-phospho-D-ribosyl)glycinamide => (6S)-5,6,7,8-tetrahydrofolate + N(2)-formyl-N(1)-(5-phospho-D-ribosyl)glycinamide + H(+);(6S)-5,6,7,8-tetrahydrofolate + N(2)-formyl-N(1)-(5-phospho-D-ribosyl)glycinamide + H(+) => (6S)-10-formyltetrahydrofolate + N(1)-(5-phospho-D-ribosyl)glycinamide"	"yes"
"R04326"	"3101-YDR408C"	"5'-Phosphoribosylglycinamide + 5,10-Methenyltetrahydrofolate + H2O <=> 5'-Phosphoribosyl-N-formylglycinamide + Tetrahydrofolate"	"NONE"	"K00601"	"path:map00230;path:map00670;path:map01100;path:map01110;path:map01130"	"sce00230  Purine metabolism;sce00670  One carbon pool by folate;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics"	"rhea:31131"	"NA"	NA	"MNXR99592"	"2 `H(+)` + 1 `N(2)-formyl-N(1)-(5-phospho-D-ribosyl)glycinamide(2-)` + 1 `(6S)-5,6,7,8-tetrahydrofolate` = 1 `H2O` + 1 `N(1)-(5-phospho-D-ribosyl)glycinamide(1-)` + 1 `5,10-methenyltetrahydrofolate`"	"true"	"2 MNXM1@MNXD1 + 1 MNXM453@MNXD1 + 1 MNXM79@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM463@MNXD1 + 1 MNXM511@MNXD1"	"5,10-methenyltetrahydrofolate + N(1)-(5-phospho-D-ribosyl)glycinamide + H2O => (6S)-5,6,7,8-tetrahydrofolate + N(2)-formyl-N(1)-(5-phospho-D-ribosyl)glycinamide + 2 H(+);(6S)-5,6,7,8-tetrahydrofolate + N(2)-formyl-N(1)-(5-phospho-D-ribosyl)glycinamide + 2 H(+) => 5,10-methenyltetrahydrofolate + N(1)-(5-phospho-D-ribosyl)glycinamide + H2O"	"yes"
"R04496"	"3103-YDR410C"	" S-Adenosyl-L-methionine + Protein C-terminal S-farnesyl-L-cysteine <=> S-Adenosyl-L-homocysteine + Protein C-terminal S-farnesyl-L-cysteine methyl ester"	"S-Adenosyl-L-methionine:protein-C-terminal-S-farnesyl-L-cysteine O-methyltransferase"	"K00587"	"path:map00900;path:map01130"	"sce00900  Terpenoid backbone biosynthesis;sce01130  Biosynthesis of antibiotics"	"rhea:21672"	"NA"	NA	NA	"S-adenosyl-L-methionine + [protein]-C-terminal S-[(2E,6E)-farnesyl]-L-cysteine => S-adenosyl-L-homocysteine + [protein]-C-terminal S-[(2E,6E)-farnesyl]-L-cysteine methyl ester;S-adenosyl-L-homocysteine + [protein]-C-terminal S-[(2E,6E)-farnesyl]-L-cysteine methyl ester => S-adenosyl-L-methionine + [protein]-C-terminal S-[(2E,6E)-farnesyl]-L-cysteine"	"true"	NA	"S-adenosyl-L-methionine + [protein]-C-terminal S-[(2E,6E)-farnesyl]-L-cysteine => S-adenosyl-L-homocysteine + [protein]-C-terminal S-[(2E,6E)-farnesyl]-L-cysteine methyl ester;S-adenosyl-L-homocysteine + [protein]-C-terminal S-[(2E,6E)-farnesyl]-L-cysteine methyl ester => S-adenosyl-L-methionine + [protein]-C-terminal S-[(2E,6E)-farnesyl]-L-cysteine"	"yes"
"R01959"	"3118-YDR428C"	" L-Formylkynurenine + H2O <=> Formate + L-Kynurenine"	"N-Formyl-L-kynurenine amidohydrolase"	"K14263"	"path:map00380;path:map00630;path:map01100"	"sce00380  Tryptophan metabolism;sce00630  Glyoxylate and dicarboxylate metabolism;sce01100  Metabolic pathways"	"rhea:13009"	"NA"	NA	"MNXR99596"	"1 `N-formyl-L-kynurenine zwitterion` + 1 `H2O` = 1 `H(+)` + 1 `L-kynurenine` + 1 `formate`"	"true"	"1 MNXM1288@MNXD1 + 1 MNXM2@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM260@MNXD1 + 1 MNXM39@MNXD1"	"N-formyl-L-kynurenine + H2O => L-kynurenine + formate + H(+);L-kynurenine + formate + H(+) => N-formyl-L-kynurenine + H2O"	"yes"
"R05916"	"3126-YDR437W;4118-YGR216C;4583-YIL102C-A;6431-YNL038W;7424-YPL076W;7444-YPL096C-A"	"UDP-N-acetyl-D-glucosamine + 1-Phosphatidyl-D-myo-inositol <=> UDP + G00143"	"NONE"	"K03861"	"path:map00563;path:map01100"	"sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;sce01100  Metabolic pathways"	"NA"	"NA"	"MNXR109940"	"MNXR109940"	"1 `UDP` + 1 `G00143` = 1 `UDP-N-acetyl-alpha-D-glucosamine` + 1 `a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol)`"	"NA"	"1 MNXM17@MNXD1 + 1 MNXM9315@MNXD1 = 1 MNXM47@MNXD1 + 1 MNXM62@MNXD1"	NA	"not sure"
"R00332"	"3142-YDR454C"	" ATP + GMP <=> ADP + GDP"	"ATP:GMP phosphotransferase"	"K00942"	"path:map00230;path:map01100"	"sce00230  Purine metabolism;sce01100  Metabolic pathways"	"rhea:20780"	"NA"	NA	"MNXR100144"	"1 `GMP` + 1 `ATP` = 1 `GDP` + 1 `ADP`"	"true"	"1 MNXM113@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM30@MNXD1 + 1 MNXM7@MNXD1"	"ATP + GMP => ADP + GDP;ADP + GDP => ATP + GMP"	"yes"
"R02090"	"3142-YDR454C"	" ATP + dGMP <=> ADP + dGDP"	"ATP:dGMP phosphotransferase"	"K00942"	"path:map00230;path:map01100"	"sce00230  Purine metabolism;sce01100  Metabolic pathways"	"rhea:12697"	"NA"	NA	"MNXR97320"	"1 `ATP` + 1 `dGMP` = 1 `dGDP` + 1 `ADP`"	"true"	"1 MNXM3@MNXD1 + 1 MNXM546@MNXD1 = 1 MNXM436@MNXD1 + 1 MNXM7@MNXD1"	"ATP + dGMP => ADP + dGDP;ADP + dGDP => ATP + dGMP"	"yes"
"R11221"	"3154-YDR465C"	" S-Adenosyl-L-methionine + Protein-L-arginine <=> S-Adenosyl-L-homocysteine + Protein N5-methyl-L-arginine"	"S-adenosyl-L-methionine:[protein]-L-arginine N-methyltransferase ([protein]-N5-methyl-L-arginine-forming)"	"K18477"	NA	"NA  NA"	"rhea:48116"	"NA"	"MNXR114519"	"MNXR128754"	"1 `N(5)-methyl-arginine residue` + 1 `S-adenosyl-L-homocysteine` = 1 `S-adenosyl-L-methionine` + 1 `L-arginine residue`"	"true"	"1 MNXM163435@MNXD1 + 1 MNXM19@MNXD1 = 1 MNXM16@MNXD1 + 1 MNXM59308@MNXD1"	"S-adenosyl-L-methionine + [protein]-L-arginine => S-adenosyl-L-homocysteine + [protein]-N(5)-methyl-L-arginine + H(+);S-adenosyl-L-homocysteine + [protein]-N(5)-methyl-L-arginine + H(+) => S-adenosyl-L-methionine + [protein]-L-arginine"	"yes"
"R07281"	"3175-YDR487C"	" D-Ribulose 5-phosphate <=> L-3,4-Dihydroxybutan-2-one 4-phosphate + Formate"	"D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)"	"K02858"	"path:map00740;path:map01100;path:map01110"	"sce00740  Riboflavin metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites"	"rhea:18457"	"NA"	NA	"MNXR125967"	"1 `D-ribulose 5-phosphate` = 1 `H(+)` + 1 `(2S)-2-hydroxy-3-oxobutyl phosphate` + 1 `formate`"	"true"	"1 MNXM145@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM2887@MNXD1 + 1 MNXM39@MNXD1"	"D-ribulose 5-phosphate => (2S)-2-hydroxy-3-oxobutyl phosphate + formate + H(+);(2S)-2-hydroxy-3-oxobutyl phosphate + formate + H(+) => D-ribulose 5-phosphate"	"yes"
"R00177"	"3190-YDR502C;5639-YLR180W"	" Orthophosphate + Diphosphate + S-Adenosyl-L-methionine <=> ATP + L-Methionine + H2O"	"ATP:L-methionine S-adenosyltransferase"	"K00789"	"path:map00270;path:map01100;path:map01110;path:map01230"	"sce00270  Cysteine and methionine metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01230  Biosynthesis of amino acids"	"rhea:21080"	"NA"	NA	"MNXR101407"	"1 `diphosphate` + 1 `S-adenosyl-L-methionine` + 1 `phosphate` = 1 `H2O` + 1 `ATP` + 1 `L-methionine`"	"true"	"1 MNXM11@MNXD1 + 1 MNXM16@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM61@MNXD1"	"L-methionine + ATP + H2O => S-adenosyl-L-methionine + diphosphate + phosphate;S-adenosyl-L-methionine + diphosphate + phosphate => L-methionine + ATP + H2O"	"yes"
"R04771"	"3190-YDR502C;5639-YLR180W"	" ATP + L-Selenomethionine + H2O <=> Orthophosphate + Diphosphate + Se-Adenosylselenomethionine"	"ATP:L-selenomethione S-adenosyltransferase"	"K00789"	"path:map00270;path:map01100;path:map01110;path:map01230"	"sce00270  Cysteine and methionine metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01230  Biosynthesis of amino acids"	"rhea:31211"	"NA"	NA	"MNXR104321"	"1 `diphosphate` + 1 `L-adenosylselenomethionine` + 1 `phosphate` = 1 `L-selenomethionine` + 1 `H2O` + 1 `ATP`"	"ambiguous"	"1 MNXM11@MNXD1 + 1 MNXM3291@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1676@MNXD1 + 1 MNXM2@MNXD1 + 1 MNXM3@MNXD1"	"L-selenomethionine + ATP + H2O => L-adenosylselenomethionine + diphosphate + phosphate;L-adenosylselenomethionine + diphosphate + phosphate => L-selenomethionine + ATP + H2O"	"yes"
"R02110"	"3244-YEL011W"	" Amylose <=> Starch"	"1,4-alpha-D-Glucan:1,4-alpha-D-glucan 6-alpha-D-(1,4-alpha-D-glucano)-transferase"	"K00700"	"path:map00500;path:map01100;path:map01110"	"sce00500  Starch and sucrose metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites"	"NA"	"NA"	"MNXR107310"	"MNXR107310"	"1 `oligoglycosylglucose` = 1 `linear maltodextrin`"	"NA"	"1 MNXM1003@MNXD1 = 1 MNXM60163@MNXD1"	NA	"not sure"
"R00965"	"3256-YEL021W"	" Orotidine 5'-phosphate <=> UMP + CO2"	"orotidine-5'-phosphate carboxy-lyase (UMP-forming)"	"K01591"	"path:map00240;path:map01100"	"sce00240  Pyrimidine metabolism;sce01100  Metabolic pathways"	"rhea:11596"	"NA"	NA	"MNXR102190"	"1 `CO2` + 1 `UMP` = 1 `H(+)` + 1 `orotidine 5'-phosphate(3-)`"	"true"	"1 MNXM13@MNXD1 + 1 MNXM80@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM519@MNXD1"	"H(+) + orotidine 5'-phosphate => CO2 + UMP;CO2 + UMP => H(+) + orotidine 5'-phosphate"	"yes"
"R00174"	"3264-YEL029C;6745-YNR027W"	" ATP + Pyridoxal <=> ADP + Pyridoxal phosphate"	"ATP:pyridoxal 5'-phosphotransferase"	"K00868"	"path:map00750;path:map01100"	"sce00750  Vitamin B6 metabolism;sce01100  Metabolic pathways"	"rhea:10224"	"NA"	NA	"MNXR103361"	"1 `H(+)` + 1 `pyridoxal 5'-phosphate` + 1 `ADP` = 1 `ATP` + 1 `pyridoxal`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM161@MNXD1 + 1 MNXM7@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM311@MNXD1"	"ATP + pyridoxal => ADP + H(+) + pyridoxal 5'-phosphate;ADP + H(+) + pyridoxal 5'-phosphate => ATP + pyridoxal"	"yes"
"R01909"	"3264-YEL029C;6745-YNR027W"	" ATP + Pyridoxine <=> ADP + Pyridoxine phosphate"	"ATP:pyridoxine 5'-phosphotransferase"	"K00868"	"path:map00750;path:map01100"	"sce00750  Vitamin B6 metabolism;sce01100  Metabolic pathways"	"rhea:25108"	"NA"	NA	"MNXR103362"	"1 `H(+)` + 1 `pyridoxine 5'-phosphate(2-)` + 1 `ADP` = 1 `ATP` + 1 `pyridoxine`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM454@MNXD1 + 1 MNXM7@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM419@MNXD1"	"ATP + pyridoxine => ADP + H(+) + pyridoxine 5'-phosphate;ADP + H(+) + pyridoxine 5'-phosphate => ATP + pyridoxine"	"yes"
"R02493"	"3264-YEL029C;6745-YNR027W"	" ATP + Pyridoxamine <=> ADP + Pyridoxamine phosphate"	"ATP:pyridoxal 5'-phosphotransferase"	"K00868"	"path:map00750;path:map01100"	"sce00750  Vitamin B6 metabolism;sce01100  Metabolic pathways"	"rhea:25104"	"NA"	NA	"MNXR103357"	"1 `H(+)` + 1 `pyridoxamine 5'-phosphate` + 1 `ADP` = 1 `ATP` + 1 `pyridoxamine`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM366@MNXD1 + 1 MNXM7@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM548@MNXD1"	"ATP + pyridoxamine => ADP + H(+) + pyridoxamine 5'-phosphate;ADP + H(+) + pyridoxamine 5'-phosphate => ATP + pyridoxamine"	"yes"
"R07395"	"3273-YEL038W"	" 2,3-Diketo-5-methylthiopentyl-1-phosphate + H2O <=> 1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one + Orthophosphate"	"5-(methylthio)-2,3-dioxopentyl-phosphate phosphohydrolase (isomerizing)"	"K09880"	"path:map00270;path:map01100"	"sce00270  Cysteine and methionine metabolism;sce01100  Metabolic pathways"	"rhea:21700"	"NA"	NA	"MNXR126089"	"1 `5-(methylthio)-2,3-dioxopentyl phosphate` + 1 `H2O` = 1 `acireductone` + 1 `phosphate`"	"true"	"1 MNXM162358@MNXD1 + 1 MNXM2@MNXD1 = 1 MNXM494@MNXD1 + 1 MNXM9@MNXD1"	"5-(methylthio)-2,3-dioxopentyl phosphate + H2O => acireductone + phosphate;acireductone + phosphate => 5-(methylthio)-2,3-dioxopentyl phosphate + H2O"	"yes"
"R10151"	"3274-YEL039C;4955-YJR048W"	"Thiosulfate + 5 H2O + 8 Ferricytochrome c <=> 2 Sulfate + 8 Ferrocytochrome c + 10 H+"	"NONE"	"K08738"	"path:map01524;path:map02020;path:map04115;path:map04210;path:map04214;path:map04215;path:map04932;path:map05010;path:map05012;path:map05014;path:map05016;path:map05134;path:map05145;path:map05152;path:map05161;path:map05163;path:map05164;path:map05167;path:map05168;path:map05200;path:map05210;path:map05222;path:map05416"	"sce01524  Platinum drug resistance;sce02020  Two-component system;sce04115  p53 signaling pathway;sce04210  Apoptosis;sce04214  Apoptosis - fly;sce04215  Apoptosis - multiple species;sce04932  Non-alcoholic fatty liver disease (NAFLD);sce05010  Alzheimer's disease;sce05012  Parkinson's disease;sce05014  Amyotrophic lateral sclerosis (ALS);sce05016  Huntington's disease;sce05134  Legionellosis;sce05145  Toxoplasmosis;sce05152  Tuberculosis;sce05161  Hepatitis B;sce05163  NA;sce05164  Influenza A;sce05167  Kaposi's sarcoma-associated herpesvirus infection;sce05168  Herpes simplex infection;sce05200  Pathways in cancer;sce05210  Colorectal cancer;sce05222  Small cell lung cancer;sce05416  Viral myocarditis"	"NA"	"NA"	"MNXR113517"	"MNXR113517"	"10 `H(+)` + 8 `ferricytochrome` + 2 `sulfate` = 5 `H2O` + 1 `thiosulfate` + 8 `ferricytochrome`"	"NA"	"10 MNXM1@MNXD1 + 8 MNXM5749@MNXD1 + 2 MNXM58@MNXD1 = 5 MNXM2@MNXD1 + 1 MNXM323@MNXD1 + 8 MNXM5749@MNXD1"	NA	"not sure"
"R00751"	"3281-YEL046C"	" L-Threonine <=> Glycine + Acetaldehyde"	"L-threonine acetaldehyde-lyase (glycine-forming)"	"K01620"	"path:map00260;path:map01100;path:map01110;path:map01120;path:map01130;path:map01230"	"sce00260  Glycine, serine and threonine metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01230  Biosynthesis of amino acids"	"rhea:19625"	"NA"	NA	"MNXR104833"	"1 `L-threonine` = 1 `glycine` + 1 `acetaldehyde`"	"true"	"1 MNXM142@MNXD1 = 1 MNXM29@MNXD1 + 1 MNXM75@MNXD1"	"L-threonine => acetaldehyde + glycine;acetaldehyde + glycine => L-threonine"	"yes"
"R06171"	"3281-YEL046C"	" L-Allothreonine <=> Glycine + Acetaldehyde"	"L-allo-threonine acetaldehyde-lyase (glycine-forming)"	"K01620"	"path:map00260;path:map01100;path:map01110;path:map01120;path:map01130;path:map01230"	"sce00260  Glycine, serine and threonine metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01230  Biosynthesis of amino acids"	"rhea:26209"	"NA"	NA	"MNXR104834"	"1 `L-allo-threonine` = 1 `glycine` + 1 `acetaldehyde`"	"true"	"1 MNXM2125@MNXD1 = 1 MNXM29@MNXD1 + 1 MNXM75@MNXD1"	"L-allo-threonine => acetaldehyde + glycine;acetaldehyde + glycine => L-allo-threonine"	"yes"
"R08193"	"3293-YEL058W_NumOfGenes_2"	" N-Acetyl-D-glucosamine 6-phosphate <=> N-Acetyl-alpha-D-glucosamine 1-phosphate"	"N-Acetyl-D-glucosamine 1-phosphate 1,6-phosphomutase"	"K01836"	"path:map00520;path:map01100;path:map01130"	"sce00520  Amino sugar and nucleotide sugar metabolism;sce01100  Metabolic pathways;sce01130  Biosynthesis of antibiotics"	"rhea:23804"	"NA"	NA	"MNXR111765"	"1 `N-acetyl-alpha-D-glucosamine 1-phosphate` = 1 `N-acetyl-D-glucosamine 6-phosphate`"	"true"	"1 MNXM340@MNXD1 = 1 MNXM63556@MNXD1"	"N-acetyl-alpha-D-glucosamine 1-phosphate => N-acetyl-D-glucosamine 6-phosphate;N-acetyl-D-glucosamine 6-phosphate => N-acetyl-alpha-D-glucosamine 1-phosphate"	"yes"
"R00328"	"3314-YER005W"	" GDP + H2O <=> GMP + Orthophosphate"	"GDP phosphohydrolase"	"K14642"	"path:map00230;path:map00240"	"sce00230  Purine metabolism;sce00240  Pyrimidine metabolism"	"rhea:22156"	"NA"	NA	"MNXR101928"	"1 `H(+)` + 1 `GMP` + 1 `phosphate` = 1 `H2O` + 1 `GDP`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM113@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM30@MNXD1"	"GDP + H2O => GMP + H(+) + phosphate;GMP + H(+) + phosphate => GDP + H2O"	"yes"
