"query"	"ko"	"orginal_s288c"
"3827-YGL186C"	""	NA
"3828-YGL187C"	"K02265"	"YGL187C"
"3829-YGL188C"	""	NA
"3830-YGL188C-A"	""	NA
"3831-YGL189C"	"K02976"	"YGL189C;YER131W"
"3832-YGL190C"	"K04354"	"YGL190C"
"3833-YGL191W"	"K02266"	"YGL191W"
"3834-YGL192W"	"K05925"	"YGL192W"
"3835-YGL193C"	""	NA
"3836-YGL194C"	"K11483"	"YGL194C"
"3837-YGL194C-A"	""	NA
"3838-YGL195W"	""	NA
"3839-YGL196W"	"K20498"	"YGL196W"
"3840-YGL197W"	""	NA
"3841-YGL198W_NumOfGenes_2"	""	NA
"3842-YGL200C"	"K20347"	"YGL200C"
"3843-YGL201C"	"K02542"	"YGL201C"
"3844-YGL202W"	"K00838"	"YGL202W"
"3845-YGL203C"	"K01288"	"YGL203C"
"3846-YGL204C"	""	NA
"3847-YGL205W"	"K00232"	"YGL205W"
"3848-YGL206C"	"K04646"	"YGL206C"
"3849-YGL207W"	""	NA
"3850-YGL208W"	""	NA
"3851-YGL209W"	"K09467"	"YGL035C;YER028C;YGL209W"
"3852-YGL210W"	"K07905"	"YGL210W;YER031C"
"3853-YGL211W"	"K14168"	"YGL211W"
"3854-YGL212W"	"K08502"	"YGL212W"
"3855-YGL213C_NumOfGenes_2"	"K12601"	"YGL213C"
"3856-YGL215W"	""	NA
"3857-YGL216W_NumOfGenes_2"	"K10401"	"YGL216W"
"3858-YGL219C_NumOfGenes_2"	"K17775"	"YGL219C"
"3859-YGL220W"	""	NA
"3860-YGL221C"	""	NA
"3861-YGL222C"	"K18759"	"YER035W;YGL222C"
"3862-YGL223C"	""	NA
"3863-YGL224C"	"K18551"	"YGL224C"
"3864-YGL225W"	"K15356"	"YER039C;YGL225W"
"3865-YGL226C-A"	""	NA
"3866-YGL226W"	""	NA
"3867-YGL227W"	""	NA
"3868-YGL228W"	""	NA
"3869-YGL229C"	""	NA
"3870-YGL230C"	""	NA
"3871-YGL231C"	""	NA
"3872-YGL232W"	""	NA
"3873-YGL233W"	"K19985"	"YGL233W"
"3874-YGL234W"	"K11788"	"YGL234W"
"3875-YGL236C_NumOfGenes_2"	"K03495"	"YGL236C"
"3876-YGL237C"	""	NA
"3877-YGL238W"	"K18423"	"YGL238W"
"3878-YGL239C"	""	NA
"3879-YGL240W"	"K03357"	"YGL240W"
"3880-YGL241W"	"K20224"	"YGL241W"
"3881-YGL242C"	"K06867"	"YCR051W;YGL242C;YIL001W;YIL112W;YIR033W;YKL020C;YMR068W;YPL239W;YPR089W"
"3882-YGL243W"	"K15440"	"YGL243W"
"3883-YGL244W"	"K15178"	"YGL244W"
"3884-YGL245W"	"K01885"	"YOL033W;YGL245W"
"3885-YGL246C"	"K14845"	"YGL246C"
"3886-YGL247W"	""	NA
"3887-YGL248W"	"K01120"	"YOR360C;YGL248W"
"3888-YGL249W"	""	NA
"3889-YGL250W"	""	NA
"3890-YGL251C"	""	NA
"3891-YGL252C"	"K11369"	"YGL252C"
"3892-YGL253W_NumOfGenes_2"	"K00844"	"YGL253W;YFR053C;YCL040W;YDR516C;YLR446W"
"3893-YGL254W"	""	NA
"3894-YGL255W"	"K14709"	"YLR130C;YGL255W"
"3895-YGL256W_NumOfGenes_2"	"K13954"	"YGL256W"
"3896-YGL257C_NumOfGenes_2"	"K10968"	"YGL257C"
"3897-YGL258W_NumOfGenes_2"	""	NA
"3898-YGL258W-A_NumOfGenes_2"	""	NA
"3899-YGL259W"	""	NA
"3900-YGL262W"	""	NA
"3901-YGL263W"	""	NA
"3902-YGR001C"	""	NA
"3903-YGR002C"	"K11324"	"YGR002C"
"3904-YGR003W"	"K03869"	"YGR003W"
"3905-YGR004W"	""	NA
"3906-YGR005C"	"K03139"	"YGR005C"
"3907-YGR006W"	"K12817"	"YGR006W"
"3908-YGR007W"	"K00967"	"YGR007W"
"3909-YGR008C"	""	NA
"3910-YGR009C"	"K19950"	"YGR009C"
"3911-YGR010W"	"K06210"	"YLR328W;YGR010W"
"3912-YGR011W"	""	NA
"3913-YGR012W"	"K01738"	"YGR012W"
"3914-YGR013W"	""	NA
"3915-YGR014W"	"K19849"	"YGR014W"
"3916-YGR015C"	""	NA
"3917-YGR016W"	""	NA
"3918-YGR018C_NumOfGenes_2"	""	NA
"3919-YGR019W_NumOfGenes_2"	"K13524"	"YGR019W"
"3920-YGR020C"	"K02151"	"YGR020C"
"3921-YGR021W"	""	NA
"3922-YGR023W_NumOfGenes_2"	"K11245"	"YLR332W;YGR023W"
"3923-YGR024C"	"K10761"	"YGR024C"
"3924-YGR025W"	""	NA
"3925-YGR026W"	""	NA
"3926-YGR027C_NumOfGenes_2"	"K02975"	"YLR333C;YGR027C"
"3927-YGR028W"	""	NA
"3928-YGR029W"	""	NA
"3929-YGR030C"	"K14524"	"YGR030C"
"3930-YGR031C-A_NumOfGenes_2"	""	NA
"3931-YGR032W"	"K00706"	"YMR306W;YLR342W;YGR032W"
"3932-YGR033C"	"K17796"	"YGR033C"
"3933-YGR034W_NumOfGenes_2"	"K02898"	"YLR344W;YGR034W"
"3934-YGR035C"	""	NA
"3935-YGR035W-A"	""	NA
"3936-YGR036C"	"K07252"	"YGR036C"
"3937-YGR037C_NumOfGenes_2"	"K08762"	NA
"3938-YGR038W"	""	NA
"3939-YGR039W"	""	NA
"3940-YGR040W"	"K04371"	"YBL016W;YGR040W"
"3941-YGR041W"	""	NA
"3942-YGR042W"	""	NA
"3943-YGR043C"	"K00616"	"YLR354C;YGR043C"
"3944-YGR044C"	"K09235"	"YGR044C"
"3945-YGR045C"	""	NA
"3946-YGR046W"	"K17807"	"YGR046W"
"3947-YGR047C"	"K15201"	"YGR047C"
"3948-YGR048W"	"K14016"	"YGR048W"
"3949-YGR049W"	""	NA
"3950-YGR050C"	""	NA
"3951-YGR051C"	""	NA
"3952-YGR052W"	"K08286"	"YLR248W;YGR052W;YJL057C;YKL116C;YKL171W;YMR291W;YNR047W;YOL045W;YOL128C;YOR233W;YCR008W;YHR102W;YJL165C;YJR059W;YKL168C;YKL198C;YBR059C;YCR091W;YGL158W;YHR082C;YNL161W;YAL017W"
"3953-YGR053C"	""	NA
"3954-YGR054W"	"K15026"	"YGR054W"
"3955-YGR055W"	""	NA
"3956-YGR056W"	"K11756"	"YLR357W;YGR056W"
"3957-YGR057C"	""	NA
"3958-YGR058W"	""	NA
"3959-YGR059W"	"K12773"	"YGR059W"
"3960-YGR060W"	"K07750"	"YGR060W"
"3961-YGR061C"	"K01952"	"YGR061C"
"3962-YGR062C"	"K17797"	"YGR062C"
"3963-YGR063C"	"K15171"	"YGR063C"
"3964-YGR064W"	""	NA
"3965-YGR065C"	""	NA
"3966-YGR066C"	""	NA
"3967-YGR067C"	""	NA
"3968-YGR068C_NumOfGenes_2"	"K20062"	"YFR022W;YGR068C;YOR018W"
"3969-YGR069W"	""	NA
"3970-YGR070W"	"K19842"	"YLR371W;YGR070W"
"3971-YGR071C"	""	NA
"3972-YGR072W"	"K14328"	"YGR072W"
"3973-YGR073C"	""	NA
"3974-YGR074W"	"K11087"	"YGR074W"
"3975-YGR075C"	"K12851"	"YGR075C"
"3976-YGR076C"	"K17438"	"YGR076C"
"3977-YGR077C"	""	NA
"3978-YGR078C"	""	NA
"3979-YGR079W"	""	NA
"3980-YGR080W"	""	NA
"3981-YGR081C"	"K14804"	"YGR081C"
"3982-YGR082W"	"K17770"	"YGR082W"
"3983-YGR083C"	"K03680"	"YGR083C"
"3984-YGR084C"	""	NA
"3985-YGR086C"	""	NA
"3986-YGR087C"	"K01568"	"YDL080C;YGR087C;YLR044C;YLR134W"
"3987-YGR088W"	"K03781"	"YDR256C;YGR088W"
"3988-YGR089W"	""	NA
"3989-YGR090W"	"K14544"	"YGR090W"
"3990-YGR091W"	"K12844"	"YGR091W"
"3991-YGR092W"	"K06684"	"YGR092W"
"3992-YGR093W"	""	NA
"3993-YGR094W"	"K01873"	"YGR094W"
"3994-YGR095C"	"K12590"	"YGR095C"
"3995-YGR096W"	"K15108"	"YGR096W"
"3996-YGR097W"	""	NA
"3997-YGR098C"	"K02365"	"YGR098C"
"3998-YGR099W"	"K11137"	"YGR099W"
"3999-YGR100W"	"K19951"	"YGR100W"
"4000-YGR101W"	"K09650"	"YGR101W"
"4001-YGR102C"	""	NA
"4002-YGR103W"	"K14843"	"YGR103W"
"4003-YGR104C"	"K15136"	"YGR104C"
"4004-YGR105W"	""	NA
"4005-YGR106C"	""	NA
"4006-YGR107W"	""	NA
"4007-YGR108W"	"K02220"	"YPR119W;YGR108W"
"4008-YGR109C"	"K06651"	"YGR109C;YPR120C"
"4009-YGR110W"	"K13535"	"YGR110W"
"4010-YGR111W"	""	NA
"4011-YGR112W"	"K14998"	"YGR112W"
"4012-YGR113W"	"K02307"	"YGR113W"
"4013-YGR114C"	""	NA
"4014-YGR116W_NumOfGenes_2"	"K11292"	"YGR116W"
"4015-YGR117C"	""	NA
"4016-YGR118W"	""	NA
"4017-YGR119C"	"K14308"	"YGR119C"
"4018-YGR120C"	""	NA
"4019-YGR121C"	"K03320"	"YNL142W;YGR121C;YPR138C"
"4020-YGR121W-A"	""	NA
"4021-YGR122W"	""	NA
"4022-YGR123C"	"K04460"	"YGR123C"
"4023-YGR124W"	"K01953"	"YPR145W;YGR124W"
"4024-YGR125W"	"K03321"	"YGR125W"
"4025-YGR126W"	""	NA
"4026-YGR127W"	""	NA
"4027-YGR128C"	"K14547"	"YGR128C"
"4028-YGR129W"	"K12868"	"YGR129W"
"4029-YGR130C"	""	NA
"4030-YGR131W"	""	NA
"4031-YGR132C"	"K17080"	"YGR132C"
"4032-YGR133W"	"K10689"	"YGR133W"
"4033-YGR134W"	""	NA
"4034-YGR135W"	"K02728"	"YGR135W"
"4035-YGR136W"	"K20522"	"YGR136W;YPR154W"
"4036-YGR137W"	""	NA
"4037-YGR138C_NumOfGenes_2"	""	NA
"4038-YGR139W"	""	NA
"4039-YGR140W"	"K11574"	"YGR140W"
"4040-YGR141W"	""	NA
"4041-YGR142W"	""	NA
"4042-YGR143W"	""	NA
"4043-YGR144W"	"K03146"	"YGR144W"
"4044-YGR145W"	"K14788"	"YGR145W"
"4045-YGR146C"	""	NA
"4046-YGR146C-A"	""	NA
"4047-YGR147C"	"K20815"	"YGR147C"
"4048-YGR148C"	"K02896"	"YLR009W;YGR148C;YGL031C"
"4049-YGR149W"	""	NA
"4050-YGR150C"	""	NA
"4051-YGR152C_NumOfGenes_2"	"K07836"	"YGR152C"
"4052-YGR153W"	""	NA
"4053-YGR154C"	""	NA
"4054-YGR155W"	"K01697"	"YGR155W"
"4055-YGR156W"	"K14407"	"YGL044C;YGR156W"
"4056-YGR157W"	"K16369"	"YGR157W"
"4057-YGR158C"	"K12587"	"YGR158C"
"4058-YGR159C_NumOfGenes_2"	"K11294"	"YGR159C"
"4059-YGR161C"	""	NA
"4060-YGR161W-C"	""	NA
"4061-YGR162W"	"K03260"	"YGR162W;YGL049C"
"4062-YGR163W"	"K16186"	"YGR163W"
"4063-YGR164W"	""	NA
"4064-YGR165W"	""	NA
"4065-YGR166W"	"K20311"	"YGR166W"
"4066-YGR167W"	""	NA
"4067-YGR168C"	""	NA
"4068-YGR169C"	"K15453"	"YGR169C"
"4069-YGR169C-A"	""	NA
"4070-YGR170W"	"K01613"	"YNL169C;YGR170W"
"4071-YGR171C"	"K01874"	"YGR264C;YGR171C"
"4072-YGR172C"	"K20363"	"YGR172C"
"4073-YGR173W"	"K06944"	"YAL036C;YGR173W"
"4074-YGR174C"	""	NA
"4075-YGR174W-A"	""	NA
"4076-YGR175C"	"K00511"	"YGR175C"
"4077-YGR176W"	""	NA
"4078-YGR177C"	"K00664"	"YOR377W;YGR177C"
"4079-YGR178C"	""	NA
"4080-YGR179C"	"K11555"	"YGR179C"
"4081-YGR180C"	"K10808"	"YJL026W;YGR180C"
"4082-YGR181W"	"K17781"	"YGR181W"
"4083-YGR182C"	""	NA
"4084-YGR183C"	"K00419"	"YGR183C"
"4085-YGR184C"	"K10625"	"YGR184C"
"4086-YGR185C"	"K01866"	"YPL097W;YGR185C"
"4087-YGR186W"	"K03138"	"YGR186W"
"4088-YGR187C"	""	NA
"4089-YGR188C"	"K02178"	"YGR188C"
"4090-YGR189C"	""	NA
"4091-YGR190C"	""	NA
"4092-YGR191W"	"K16261"	"YDR160W;YDR508C;YBR068C;YBR069C;YBR132C;YEL063C;YCL025C;YFL055W;YGR191W;YKR039W;YLL061W;YNL268W;YNL270C;YOL020W;YOR348C;YPL265W;YPL274W"
"4093-YGR192C_NumOfGenes_2"	"K00134"	"YGR192C;YJL052W;YJR009C"
"4094-YGR193C"	""	NA
"4095-YGR194C_NumOfGenes_2"	"K00854"	"YGR194C"
"4096-YGR195W"	"K11600"	"YGR195W"
"4097-YGR196C"	""	NA
"4098-YGR197C"	""	NA
"4099-YGR198W"	"K21845"	"YGR198W"
"4100-YGR199W"	"K00728"	"YOR321W;YDL095W;YDR307W;YAL023C;YJR143C;YGR199W;YDL093W"
"4101-YGR200C"	"K11374"	"YGR200C"
"4102-YGR201C"	"K03233"	"YPL048W;YKL081W;YGR201C"
"4103-YGR202C"	"K00968"	"YGR202C"
"4104-YGR203W"	"K18065"	"YGR203W"
"4105-YGR204C-A"	""	NA
"4106-YGR204W"	"K00288"	"YGR204W;YBR084W"
"4107-YGR205W"	"K15918"	"YGR205W"
"4108-YGR206W"	"K12187"	"YGR206W"
"4109-YGR207C"	"K03521"	"YGR207C"
"4110-YGR208W"	"K01079"	"YGR208W"
"4111-YGR209C"	"K03671"	"YGR209C;YLR043C;YCR083W"
"4112-YGR210C"	"K06942"	"YGR210C"
"4113-YGR211W"	"K06874"	"YGR211W"
"4114-YGR212W"	""	NA
"4115-YGR213C"	""	NA
"4116-YGR214W"	"K02998"	"YGR214W;YLR048W"
"4117-YGR215W"	""	NA
"4118-YGR216C"	"K03860"	"YGR216C"
"4119-YGR217W"	"K21864"	"YGR217W"
"4120-YGR218W"	"K14290"	"YGR218W"
"4121-YGR220C_NumOfGenes_2"	"K02906"	"YGR220C"
"4122-YGR221C"	""	NA
"4123-YGR222W"	"K17666"	"YGR222W"
"4124-YGR223C"	""	NA
"4125-YGR224W"	""	NA
"4126-YGR225W_NumOfGenes_2"	"K12782"	"YGR225W"
"4127-YGR227W"	"K03850"	"YGR227W"
"4128-YGR229C_NumOfGenes_2"	""	NA
"4129-YGR230W"	""	NA
"4130-YGR231C"	"K17081"	"YGR231C"
"4131-YGR232W"	"K06694"	"YGR232W"
"4132-YGR233C"	"K06653"	"YGR233C"
"4133-YGR234W"	"K05916"	"YGR234W"
"4134-YGR235C"	"K17786"	"YGR235C"
"4135-YGR236C"	""	NA
"4136-YGR237C"	""	NA
"4137-YGR238C"	""	NA
"4138-YGR239C"	""	NA
"4139-YGR240C"	"K00850"	"YMR205C;YGR240C"
"4140-YGR240C-A"	""	NA
"4141-YGR241C"	"K20044"	"YHR161C;YGR241C"
"4142-YGR242W"	""	NA
"4143-YGR243W"	"K22139"	"YGR243W;YHR162W"
"4144-YGR244C"	"K01900"	"YGR244C"
"4145-YGR245C"	"K14856"	"YGR245C"
"4146-YGR246C"	"K15196"	"YGR246C"
"4147-YGR247W"	"K15435"	"YGR247W"
"4148-YGR248W"	"K01057"	"YNR034W;YCR073W-A;YGR248W;YHR163W"
"4149-YGR249W"	""	NA
"4150-YGR250C"	""	NA
"4151-YGR251W"	""	NA
"4152-YGR252W"	"K06062"	"YGR252W"
"4153-YGR253C"	"K02729"	"YGR253C"
"4154-YGR254W"	"K01689"	"YMR323W;YGR254W;YHR174W;YOR393W;YPL281C"
"4155-YGR255C"	"K06126"	"YGR255C"
"4156-YGR256W"	"K00033"	"YGR256W;YHR183W"
"4157-YGR257C"	"K15119"	"YGR257C"
"4158-YGR258C"	"K10846"	"YGR258C"
"4159-YGR260W_NumOfGenes_2"	""	NA
"4160-YGR261C"	"K12397"	"YGR261C"
"4161-YGR262C"	"K08851"	"YGR262C"
"4162-YGR263C"	""	NA
"4163-YGR264C"	"K01874"	"YGR264C;YGR171C"
"4164-YGR265W"	""	NA
"4165-YGR266W"	""	NA
"4166-YGR267C"	"K01495"	"YGR267C"
"4167-YGR268C"	""	NA
"4168-YGR269W"	""	NA
"4169-YGR270W_NumOfGenes_2"	""	NA
"4170-YGR271C-A"	""	NA
"4171-YGR271W"	"K18664"	"YGR271W"
"4172-YGR273C"	""	NA
"4173-YGR274C"	"K03125"	"YGR274C"
"4174-YGR275W"	""	NA
"4175-YGR276C"	"K14570"	"YGR276C"
"4176-YGR277C"	"K02201"	"YGR277C"
"4177-YGR278W"	"K13100"	"YGR278W"
"4178-YGR279C"	""	NA
"4179-YGR280C"	"K11135"	"YGR280C"
"4180-YGR281W"	""	NA
"4181-YGR282C_NumOfGenes_2"	"K01210"	"YOR190W;YLR300W;YGR282C;YDR261C"
"4182-YGR283C_NumOfGenes_2"	"K09142"	"YGR283C;YMR310C"
"4183-YGR284C_NumOfGenes_2"	"K20369"	"YGR284C"
"4184-YGR285C_NumOfGenes_2"	"K09522"	"YGR285C"
"4185-YGR286C_NumOfGenes_2"	"K01012"	"YGR286C"
"4186-YGR287C_NumOfGenes_2"	"K01182"	"YGR287C;YOL157C;YIL172C;YJL221C;YBR299W;YGR292W;YJL216C"
"4187-YGR288W"	""	NA
"4188-YGR289C"	"K08141"	"YDL247W;YBR298C;YGR289C;YJR160C"
"4189-YGR290W"	""	NA
"4190-YGR291C_NumOfGenes_2"	""	NA
"4191-YGR292W_NumOfGenes_2"	"K01182"	"YGR287C;YOL157C;YIL172C;YJL221C;YBR299W;YGR292W;YJL216C"
"4192-YGR293C_NumOfGenes_2"	""	NA
"4193-YHL001W"	"K02875"	"YHL001W;YKL006W"
"4194-YHL002W_NumOfGenes_2"	"K04705"	"YHL002W"
"4195-YHL003C"	"K04709"	"YHL003C;YKL008C"
"4196-YHL004W"	"K02967"	"YHL004W"
"4197-YHL005C"	""	NA
"4198-YHL006C"	""	NA
"4199-YHL006W-A"	""	NA
"4200-YHL007C"	"K04409"	"YHL007C"
"4201-YHL008C"	""	NA
"4202-YHL009C"	"K09043"	"YML007W;YDR423C;YPR199C;YIR018W;YHL009C;YOL028C;YOR028C;YDR259C"
"4203-YHL010C"	"K10632"	"YHL010C"
"4204-YHL011C"	"K00948"	"YOL061W;YHL011C;YER099C;YBL068W;YKL181W"
"4205-YHL012W"	"K00963"	"YHL012W;YKL035W"
"4206-YHL013C"	"K18342"	"YHL013C"
"4207-YHL014C"	"K19788"	"YBR025C;YHL014C"
"4208-YHL015W_NumOfGenes_2"	"K02969"	"YHL015W"
"4209-YHL015W-A"	""	NA
"4210-YHL016C_NumOfGenes_2"	"K20989"	"YHL016C"
"4211-YHL017W_NumOfGenes_2"	""	NA
"4212-YHL018W_NumOfGenes_2"	"K01724"	"YHL018W"
"4213-YHL019C_NumOfGenes_3"	""	NA
"4214-YHL020C_NumOfGenes_2"	"K21642"	"YHL020C"
"4215-YHL021C_NumOfGenes_2"	""	NA
"4216-YHL022C_NumOfGenes_2"	"K10878"	"YHL022C"
"4217-YHL023C_NumOfGenes_2"	"K20406"	"YHL023C"
"4218-YHL024W_NumOfGenes_2"	""	NA
"4219-YHL025W"	"K11773"	"YHL025W"
"4220-YHL026C"	""	NA
"4221-YHL027W"	""	NA
"4222-YHL028W"	""	NA
"4223-YHL029C"	""	NA
"4224-YHL030W"	"K11886"	"YHL030W"
"4225-YHL031C_NumOfGenes_3"	"K08495"	"YHL031C"
"4226-YHL032C_NumOfGenes_2"	"K00864"	"YHL032C"
"4227-YHL033C_NumOfGenes_3"	"K02936"	"YHL033C;YLL045C"
"4228-YHL034C_NumOfGenes_2"	""	NA
"4229-YHL035C"	""	NA
"4230-YHL036W"	""	NA
"4231-YHL037C"	""	NA
"4232-YHL038C"	"K17661"	"YHL038C"
"4233-YHL039W"	""	NA
"4234-YHL040C"	"K08197"	"YOL158C;YEL065W;YHL040C;YHL047C"
"4235-YHL041W"	""	NA
"4236-YHL042W"	""	NA
"4237-YHL043W"	""	NA
"4238-YHL044W"	""	NA
"4239-YHL045W"	""	NA
"4240-YHL046W-A"	""	NA
"4241-YHL047C_NumOfGenes_2"	"K08197"	"YOL158C;YEL065W;YHL040C;YHL047C"
"4242-YHL048C-A"	""	NA
"4243-YHL048W"	""	NA
"4244-YHR001W"	"K22285"	NA
"4245-YHR001W-A"	"K00420"	"YHR001W-A"
"4246-YHR002W"	"K15084"	"YHR002W"
"4247-YHR003C"	"K22132"	"YKL027W;YHR003C"
"4248-YHR004C"	"K17617"	"YHR004C"
"4249-YHR005C"	"K19860"	"YHR005C"
"4250-YHR005C-A_NumOfGenes_2"	"K17778"	"YHR005C-A"
"4251-YHR006W"	""	NA
"4252-YHR007C"	"K05917"	"YHR007C"
"4253-YHR007C-A"	""	NA
"4254-YHR008C"	"K04564"	"YHR008C;YDR347W;YJR101W"
"4255-YHR009C"	""	NA
"4256-YHR010W"	"K02901"	"YHR010W;YDR471W"
"4257-YHR011W"	"K01875"	"YHR011W;YDR023W"
"4258-YHR012W"	""	NA
"4259-YHR013C"	"K20791"	"YHR013C"
"4260-YHR014W"	""	NA
"4261-YHR015W"	""	NA
"4262-YHR016C"	"K20523"	"YFR024C-A;YHR016C"
"4263-YHR017W"	""	NA
"4264-YHR018C"	"K01755"	"YHR018C"
"4265-YHR019C"	"K01893"	"YHR019C;YCR024C"
"4266-YHR020W"	"K01881"	"YER087W;YHR020W"
"4267-YHR021C"	""	NA
"4268-YHR021W-A"	""	NA
"4269-YHR022C"	"K06883"	"YHR022C;YJR072C;YLR243W;YOR262W"
"4270-YHR022C-A"	""	NA
"4271-YHR023W"	"K10352"	"YHR023W"
"4272-YHR024C"	"K01412"	"YHR024C"
"4273-YHR025W"	"K00872"	"YHR025W"
"4274-YHR026W"	"K03661"	"YHR026W"
"4275-YHR027C"	"K03028"	"YHR027C"
"4276-YHR028C"	"K01282"	"YHR028C"
"4277-YHR028W-A"	""	NA
"4278-YHR029C"	""	NA
"4279-YHR030C"	"K04464"	"YHR030C"
"4280-YHR031C"	"K15255"	"YHR031C;YML061C"
"4281-YHR032C-A_NumOfGenes_2"	""	NA
"4282-YHR032W"	"K03327"	"YHR032W;YDR338C"
"4283-YHR033W"	"K00931"	"YDR300C;YHR033W"
"4284-YHR034C"	""	NA
"4285-YHR035W"	""	NA
"4286-YHR036W"	""	NA
"4287-YHR037W"	"K00294"	"YHR037W"
"4288-YHR038W"	"K02838"	"YHR038W"
"4289-YHR039C"	""	NA
"4290-YHR039C-A"	"K02152"	"YHR039C-A"
"4291-YHR040W"	""	NA
"4292-YHR041C"	""	NA
"4293-YHR042W"	"K00327"	"YHR042W"
"4294-YHR043C"	"K01111"	"YHR043C;YHR044C"
"4295-YHR044C"	"K01111"	"YHR043C;YHR044C"
"4296-YHR045W"	""	NA
"4297-YHR046C"	"K01092"	"YHR046C;YDR287W"
"4298-YHR047C"	""	NA
"4299-YHR048W"	""	NA
"4300-YHR049C-A"	""	NA
"4301-YHR049W"	""	NA
"4302-YHR050W"	"K12346"	"YHR050W;YLR034C;YOL122C"
"4303-YHR050W-A"	""	NA
"4304-YHR051W"	"K02264"	"YHR051W"
"4305-YHR052W"	"K14783"	"YHR052W"
"4306-YHR055C_NumOfGenes_4"	""	NA
"4307-YHR056C_NumOfGenes_3"	"K11758"	"YDR303C;YHR054C;YHR056C"
"4308-YHR057C"	"K01802"	"YNR028W;YHR057C;YCR069W;YDR155C;YJR032W;YML078W;YPL064C"
"4309-YHR058C"	"K15128"	"YHR058C"
"4310-YHR059W"	""	NA
"4311-YHR060W"	""	NA
"4312-YHR061C"	""	NA
"4313-YHR062C"	"K03539"	"YHR062C"
"4314-YHR063C"	"K00077"	"YHR063C"
"4315-YHR064C_NumOfGenes_2"	""	NA
"4316-YHR065C"	"K14777"	"YHR065C"
"4317-YHR066W"	"K14859"	"YHR066W;YDR312W"
"4318-YHR067W"	"K22541"	NA
"4319-YHR068W"	"K00809"	"YHR068W"
"4320-YHR069C"	"K03679"	"YHR069C"
"4321-YHR070C-A"	""	NA
"4322-YHR070W_NumOfGenes_2"	"K15429"	"YHR070W"
"4323-YHR071C-A"	""	NA
"4324-YHR071W"	"K21197"	"YHR071W"
"4325-YHR072W"	"K01852"	"YHR072W"
"4326-YHR072W-A"	"K11130"	"YHR072W-A"
"4327-YHR073W_NumOfGenes_3"	"K20463"	"YHR073W"
"4328-YHR074W"	"K01950"	"YHR074W"
"4329-YHR075C"	"K13617"	"YHR075C"
"4330-YHR076W"	"K17508"	"YHR076W"
"4331-YHR077C"	""	NA
"4332-YHR078W"	"K22193"	NA
"4333-YHR079C"	"K08852"	"YHR079C"
"4334-YHR079C-A"	""	NA
"4335-YHR080C"	""	NA
"4336-YHR081W"	"K12592"	"YHR081W"
"4337-YHR082C"	"K08286"	"YLR248W;YGR052W;YJL057C;YKL116C;YKL171W;YMR291W;YNR047W;YOL045W;YOL128C;YOR233W;YCR008W;YHR102W;YJL165C;YJR059W;YKL168C;YKL198C;YBR059C;YCR091W;YGL158W;YHR082C;YNL161W;YAL017W"
"4338-YHR083W"	"K17715"	"YHR083W"
"4339-YHR084W"	"K11215"	"YHR084W"
"4340-YHR085W"	"K14827"	"YHR085W"
"4341-YHR086W"	""	NA
"4342-YHR086W-A"	""	NA
"4343-YHR087W"	""	NA
"4344-YHR088W"	"K14846"	"YHR088W"
"4345-YHR089C"	"K11128"	"YHR089C"
"4346-YHR090C"	"K11396"	"YHR090C"
"4347-YHR091C"	"K01887"	"YHR091C;YDR341C"
"4348-YHR092C_NumOfGenes_2"	"K08139"	"YDL245C;YDR342C;YDR343C;YDR345C;YEL069C;YFL011W;YHR092C;YHR094C;YHR096C;YJL214W;YJL219W;YJR158W;YLR081W;YMR011W;YNR072W;YOL156W;YDL138W;YDL194W"
"4349-YHR093W"	""	NA
"4350-YHR094C"	"K08139"	"YDL245C;YDR342C;YDR343C;YDR345C;YEL069C;YFL011W;YHR092C;YHR094C;YHR096C;YJL214W;YJL219W;YJR158W;YLR081W;YMR011W;YNR072W;YOL156W;YDL138W;YDL194W"
"4351-YHR095W"	""	NA
"4352-YHR096C_NumOfGenes_2"	"K08139"	"YDL245C;YDR342C;YDR343C;YDR345C;YEL069C;YFL011W;YHR092C;YHR094C;YHR096C;YJL214W;YJL219W;YJR158W;YLR081W;YMR011W;YNR072W;YOL156W;YDL138W;YDL194W"
"4353-YHR097C_NumOfGenes_2"	""	NA
"4354-YHR098C"	"K14007"	"YIL109C;YHR098C;YNL049C"
"4355-YHR099W"	"K08874"	"YHR099W"
"4356-YHR100C"	"K01094"	"YHR100C"
"4357-YHR101C"	""	NA
"4358-YHR102W"	"K08286"	"YLR248W;YGR052W;YJL057C;YKL116C;YKL171W;YMR291W;YNR047W;YOL045W;YOL128C;YOR233W;YCR008W;YHR102W;YJL165C;YJR059W;YKL168C;YKL198C;YBR059C;YCR091W;YGL158W;YHR082C;YNL161W;YAL017W"
"4359-YHR103W"	""	NA
"4360-YHR104W"	"K17743"	"YHR104W"
"4361-YHR105W"	""	NA
"4362-YHR106W"	"K00384"	"YDR353W;YHR106W"
"4363-YHR107C"	"K16948"	"YHR107C"
"4364-YHR108W"	"K12404"	"YHR108W"
"4365-YHR109W"	"K18804"	"YHR109W"
"4366-YHR110W"	"K20346"	"YAR002C-A;YHR110W;YGL002W"
"4367-YHR111W"	"K11996"	"YHR111W"
"4368-YHR112C"	""	NA
"4369-YHR113W"	"K01267"	"YHR113W"
"4370-YHR114W"	"K20121"	"YHR114W"
"4371-YHR115C"	""	NA
"4372-YHR116W"	"K18185"	"YHR116W"
"4373-YHR117W"	""	NA
