"Abbreviation"	"Description"	"Reaction"	"Description_new"	"GPR"	"Lower bound"	"Upper bound"	"Objective"	"EC Number"	"References"	"KEGG ID"	"Subsystem_new"	"Subsystem_early_version"	"system_consistence"	"reaction_early_version"	"subsystem_consistence"	"reaction_consistence"
"r_2903"	"PE (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane"	"s_2971[erm] + s_3189[erm]  <=> s_3023[erm] + s_3427[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:0, 2-16:1)[erm] + phosphatidylethanolamine (1-18:1, 2-16:1)[erm]  <=> triglyceride (1-18:0, 2-16:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (18:1)[erm]"	TRUE	FALSE
"r_2904"	"PE (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane"	"s_2971[erm] + s_3191[erm]  <=> s_3039[erm] + s_3424[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:0, 2-16:1)[erm] + phosphatidylethanolamine (1-16:0, 2-18:1)[erm]  <=> triglyceride (1-18:0, 2-16:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (16:0)[erm]"	TRUE	FALSE
"r_2905"	"PE (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane"	"s_2971[erm] + s_3193[erm]  <=> s_3039[erm] + s_3425[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:0, 2-16:1)[erm] + phosphatidylethanolamine (1-16:1, 2-18:1)[erm]  <=> triglyceride (1-18:0, 2-16:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (16:1)[erm]"	TRUE	FALSE
"r_2906"	"PE (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane"	"s_2971[erm] + s_3195[erm]  <=> s_3039[erm] + s_3426[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:0, 2-16:1)[erm] + phosphatidylethanolamine (1-18:0, 2-18:1)[erm]  <=> triglyceride (1-18:0, 2-16:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (18:0)[erm]"	TRUE	FALSE
"r_2907"	"PE (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane"	"s_2971[erm] + s_3197[erm]  <=> s_3039[erm] + s_3427[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:0, 2-16:1)[erm] + phosphatidylethanolamine (1-18:1, 2-18:1)[erm]  <=> triglyceride (1-18:0, 2-16:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (18:1)[erm]"	TRUE	FALSE
"r_2908"	"PE (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane"	"s_2973[erm] + s_3181[erm]  <=> s_3025[erm] + s_3424[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:1, 2-16:1)[erm] + phosphatidylethanolamine (1-16:0, 2-16:1)[erm]  <=> triglyceride (1-18:1, 2-16:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (16:0)[erm]"	TRUE	FALSE
"r_2909"	"PE (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane"	"s_2973[erm] + s_3185[erm]  <=> s_3025[erm] + s_3425[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:1, 2-16:1)[erm] + phosphatidylethanolamine (1-16:1, 2-16:1)[erm]  <=> triglyceride (1-18:1, 2-16:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (16:1)[erm]"	TRUE	FALSE
"r_2910"	"PE (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane"	"s_2973[erm] + s_3187[erm]  <=> s_3025[erm] + s_3426[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:1, 2-16:1)[erm] + phosphatidylethanolamine (1-18:0, 2-16:1)[erm]  <=> triglyceride (1-18:1, 2-16:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (18:0)[erm]"	TRUE	FALSE
"r_2911"	"PE (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane"	"s_2973[erm] + s_3189[erm]  <=> s_3025[erm] + s_3427[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:1, 2-16:1)[erm] + phosphatidylethanolamine (1-18:1, 2-16:1)[erm]  <=> triglyceride (1-18:1, 2-16:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (18:1)[erm]"	TRUE	FALSE
"r_2912"	"PE (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane"	"s_2973[erm] + s_3191[erm]  <=> s_3041[erm] + s_3424[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:1, 2-16:1)[erm] + phosphatidylethanolamine (1-16:0, 2-18:1)[erm]  <=> triglyceride (1-18:1, 2-16:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (16:0)[erm]"	TRUE	FALSE
"r_2913"	"PE (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane"	"s_2973[erm] + s_3193[erm]  <=> s_3041[erm] + s_3425[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:1, 2-16:1)[erm] + phosphatidylethanolamine (1-16:1, 2-18:1)[erm]  <=> triglyceride (1-18:1, 2-16:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (16:1)[erm]"	TRUE	FALSE
"r_2914"	"PE (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane"	"s_2973[erm] + s_3195[erm]  <=> s_3041[erm] + s_3426[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:1, 2-16:1)[erm] + phosphatidylethanolamine (1-18:0, 2-18:1)[erm]  <=> triglyceride (1-18:1, 2-16:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (18:0)[erm]"	TRUE	FALSE
"r_2915"	"PE (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane"	"s_2973[erm] + s_3197[erm]  <=> s_3041[erm] + s_3427[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:1, 2-16:1)[erm] + phosphatidylethanolamine (1-18:1, 2-18:1)[erm]  <=> triglyceride (1-18:1, 2-16:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (18:1)[erm]"	TRUE	FALSE
"r_2916"	"PE (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane"	"s_2968[erm] + s_3181[erm]  <=> s_3020[erm] + s_3424[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-16:0, 2-18:1)[erm] + phosphatidylethanolamine (1-16:0, 2-16:1)[erm]  <=> triglyceride (1-16:0, 2-18:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (16:0)[erm]"	TRUE	FALSE
"r_2917"	"PE (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane"	"s_2968[erm] + s_3185[erm]  <=> s_3020[erm] + s_3425[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-16:0, 2-18:1)[erm] + phosphatidylethanolamine (1-16:1, 2-16:1)[erm]  <=> triglyceride (1-16:0, 2-18:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (16:1)[erm]"	TRUE	FALSE
"r_2918"	"PE (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane"	"s_2968[erm] + s_3187[erm]  <=> s_3020[erm] + s_3426[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-16:0, 2-18:1)[erm] + phosphatidylethanolamine (1-18:0, 2-16:1)[erm]  <=> triglyceride (1-16:0, 2-18:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (18:0)[erm]"	TRUE	FALSE
"r_2919"	"PE (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane"	"s_2968[erm] + s_3189[erm]  <=> s_3020[erm] + s_3427[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-16:0, 2-18:1)[erm] + phosphatidylethanolamine (1-18:1, 2-16:1)[erm]  <=> triglyceride (1-16:0, 2-18:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (18:1)[erm]"	TRUE	FALSE
"r_2920"	"PE (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane"	"s_2968[erm] + s_3191[erm]  <=> s_3036[erm] + s_3424[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-16:0, 2-18:1)[erm] + phosphatidylethanolamine (1-16:0, 2-18:1)[erm]  <=> triglyceride (1-16:0, 2-18:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (16:0)[erm]"	TRUE	FALSE
"r_2921"	"PE (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane"	"s_2968[erm] + s_3193[erm]  <=> s_3036[erm] + s_3425[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-16:0, 2-18:1)[erm] + phosphatidylethanolamine (1-16:1, 2-18:1)[erm]  <=> triglyceride (1-16:0, 2-18:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (16:1)[erm]"	TRUE	FALSE
"r_2922"	"PE (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane"	"s_2968[erm] + s_3195[erm]  <=> s_3036[erm] + s_3426[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-16:0, 2-18:1)[erm] + phosphatidylethanolamine (1-18:0, 2-18:1)[erm]  <=> triglyceride (1-16:0, 2-18:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (18:0)[erm]"	TRUE	FALSE
"r_2923"	"PE (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane"	"s_2968[erm] + s_3197[erm]  <=> s_3036[erm] + s_3427[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-16:0, 2-18:1)[erm] + phosphatidylethanolamine (1-18:1, 2-18:1)[erm]  <=> triglyceride (1-16:0, 2-18:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (18:1)[erm]"	TRUE	FALSE
"r_2924"	"PE (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane"	"s_2970[erm] + s_3181[erm]  <=> s_3022[erm] + s_3424[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-16:1, 2-18:1)[erm] + phosphatidylethanolamine (1-16:0, 2-16:1)[erm]  <=> triglyceride (1-16:1, 2-18:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (16:0)[erm]"	TRUE	FALSE
"r_2925"	"PE (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane"	"s_2970[erm] + s_3185[erm]  <=> s_3022[erm] + s_3425[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-16:1, 2-18:1)[erm] + phosphatidylethanolamine (1-16:1, 2-16:1)[erm]  <=> triglyceride (1-16:1, 2-18:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (16:1)[erm]"	TRUE	FALSE
"r_2926"	"PE (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane"	"s_2970[erm] + s_3187[erm]  <=> s_3022[erm] + s_3426[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-16:1, 2-18:1)[erm] + phosphatidylethanolamine (1-18:0, 2-16:1)[erm]  <=> triglyceride (1-16:1, 2-18:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (18:0)[erm]"	TRUE	FALSE
"r_2927"	"PE (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane"	"s_2970[erm] + s_3189[erm]  <=> s_3022[erm] + s_3427[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-16:1, 2-18:1)[erm] + phosphatidylethanolamine (1-18:1, 2-16:1)[erm]  <=> triglyceride (1-16:1, 2-18:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (18:1)[erm]"	TRUE	FALSE
"r_2928"	"PE (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane"	"s_2970[erm] + s_3191[erm]  <=> s_3038[erm] + s_3424[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-16:1, 2-18:1)[erm] + phosphatidylethanolamine (1-16:0, 2-18:1)[erm]  <=> triglyceride (1-16:1, 2-18:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (16:0)[erm]"	TRUE	FALSE
"r_2929"	"PE (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane"	"s_2970[erm] + s_3193[erm]  <=> s_3038[erm] + s_3425[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-16:1, 2-18:1)[erm] + phosphatidylethanolamine (1-16:1, 2-18:1)[erm]  <=> triglyceride (1-16:1, 2-18:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (16:1)[erm]"	TRUE	FALSE
"r_2930"	"PE (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane"	"s_2970[erm] + s_3195[erm]  <=> s_3038[erm] + s_3426[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-16:1, 2-18:1)[erm] + phosphatidylethanolamine (1-18:0, 2-18:1)[erm]  <=> triglyceride (1-16:1, 2-18:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (18:0)[erm]"	TRUE	FALSE
"r_2931"	"PE (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane"	"s_2970[erm] + s_3197[erm]  <=> s_3038[erm] + s_3427[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-16:1, 2-18:1)[erm] + phosphatidylethanolamine (1-18:1, 2-18:1)[erm]  <=> triglyceride (1-16:1, 2-18:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (18:1)[erm]"	TRUE	FALSE
"r_2932"	"PE (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane"	"s_2972[erm] + s_3181[erm]  <=> s_3024[erm] + s_3424[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:0, 2-18:1)[erm] + phosphatidylethanolamine (1-16:0, 2-16:1)[erm]  <=> triglyceride (1-18:0, 2-18:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (16:0)[erm]"	TRUE	FALSE
"r_2933"	"PE (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane"	"s_2972[erm] + s_3185[erm]  <=> s_3024[erm] + s_3425[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:0, 2-18:1)[erm] + phosphatidylethanolamine (1-16:1, 2-16:1)[erm]  <=> triglyceride (1-18:0, 2-18:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (16:1)[erm]"	TRUE	FALSE
"r_2934"	"PE (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane"	"s_2972[erm] + s_3187[erm]  <=> s_3024[erm] + s_3426[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:0, 2-18:1)[erm] + phosphatidylethanolamine (1-18:0, 2-16:1)[erm]  <=> triglyceride (1-18:0, 2-18:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (18:0)[erm]"	TRUE	FALSE
"r_2935"	"PE (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane"	"s_2972[erm] + s_3189[erm]  <=> s_3024[erm] + s_3427[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:0, 2-18:1)[erm] + phosphatidylethanolamine (1-18:1, 2-16:1)[erm]  <=> triglyceride (1-18:0, 2-18:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (18:1)[erm]"	TRUE	FALSE
"r_2936"	"PE (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane"	"s_2972[erm] + s_3191[erm]  <=> s_3040[erm] + s_3424[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:0, 2-18:1)[erm] + phosphatidylethanolamine (1-16:0, 2-18:1)[erm]  <=> triglyceride (1-18:0, 2-18:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (16:0)[erm]"	TRUE	FALSE
"r_2937"	"PE (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane"	"s_2972[erm] + s_3193[erm]  <=> s_3040[erm] + s_3425[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:0, 2-18:1)[erm] + phosphatidylethanolamine (1-16:1, 2-18:1)[erm]  <=> triglyceride (1-18:0, 2-18:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (16:1)[erm]"	TRUE	FALSE
"r_2938"	"PE (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane"	"s_2972[erm] + s_3195[erm]  <=> s_3040[erm] + s_3426[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:0, 2-18:1)[erm] + phosphatidylethanolamine (1-18:0, 2-18:1)[erm]  <=> triglyceride (1-18:0, 2-18:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (18:0)[erm]"	TRUE	FALSE
"r_2939"	"PE (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane"	"s_2972[erm] + s_3197[erm]  <=> s_3040[erm] + s_3427[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:0, 2-18:1)[erm] + phosphatidylethanolamine (1-18:1, 2-18:1)[erm]  <=> triglyceride (1-18:0, 2-18:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (18:1)[erm]"	TRUE	FALSE
"r_2940"	"PE (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane"	"s_2974[erm] + s_3181[erm]  <=> s_3026[erm] + s_3424[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:1, 2-18:1)[erm] + phosphatidylethanolamine (1-16:0, 2-16:1)[erm]  <=> triglyceride (1-18:1, 2-18:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (16:0)[erm]"	TRUE	FALSE
"r_2941"	"PE (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane"	"s_2974[erm] + s_3185[erm]  <=> s_3026[erm] + s_3425[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:1, 2-18:1)[erm] + phosphatidylethanolamine (1-16:1, 2-16:1)[erm]  <=> triglyceride (1-18:1, 2-18:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (16:1)[erm]"	TRUE	FALSE
"r_2942"	"PE (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane"	"s_2974[erm] + s_3187[erm]  <=> s_3026[erm] + s_3426[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:1, 2-18:1)[erm] + phosphatidylethanolamine (1-18:0, 2-16:1)[erm]  <=> triglyceride (1-18:1, 2-18:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (18:0)[erm]"	TRUE	FALSE
"r_2943"	"PE (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane"	"s_2974[erm] + s_3189[erm]  <=> s_3026[erm] + s_3427[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:1, 2-18:1)[erm] + phosphatidylethanolamine (1-18:1, 2-16:1)[erm]  <=> triglyceride (1-18:1, 2-18:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (18:1)[erm]"	TRUE	FALSE
"r_2944"	"PE (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane"	"s_2974[erm] + s_3191[erm]  <=> s_3042[erm] + s_3424[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:1, 2-18:1)[erm] + phosphatidylethanolamine (1-16:0, 2-18:1)[erm]  <=> triglyceride (1-18:1, 2-18:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (16:0)[erm]"	TRUE	FALSE
"r_2945"	"PE (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane"	"s_2974[erm] + s_3193[erm]  <=> s_3042[erm] + s_3425[erm]"	"       "	"YNR008W"	"-1000"	"1000"	"0"	"2.3.1.158"	"22345606"	NA	"glycerolipid metabolism ( sce00561 )"	"glycerolipid metabolism ( sce00561 )"	TRUE	"diglyceride (1-18:1, 2-18:1)[erm] + phosphatidylethanolamine (1-16:1, 2-18:1)[erm]  <=> triglyceride (1-18:1, 2-18:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (16:1)[erm]"	TRUE	FALSE
